index,,,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
3509,,,11:30:00,3,2:20:00,13:50:00,3,PC993,PC,Pegasus Airlines,5510,,
3510,,,11:30:00,4,2:20:00,13:50:00,4,PC993,PC,Pegasus Airlines,5510,,
3511,,,10:15:00,2,2:15:00,12:30:00,2,TK7734,TK,Turkish Airlines,6530,,
3512,,,10:15:00,0,2:15:00,12:30:00,0,TK7734,TK,Turkish Airlines,6530,,
3513,,,10:15:00,1,2:15:00,12:30:00,1,TK7734,TK,Turkish Airlines,6530,,
3514,,,11:30:00,5,2:20:00,13:50:00,5,PC993,PC,Pegasus Airlines,7111,,
3515,,,14:20:00,4,2:20:00,16:40:00,4,PC995,PC,Pegasus Airlines,7111,,
3516,,,10:15:00,4,2:15:00,12:30:00,4,TK7734,TK,Turkish Airlines,7412,,
3517,,,10:15:00,5,2:15:00,12:30:00,5,TK7734,TK,Turkish Airlines,7412,,
3518,,,14:20:00,5,2:20:00,16:40:00,5,PC995,PC,Pegasus Airlines,9988,,
3519,,,14:20:00,3,2:20:00,16:40:00,3,PC995,PC,Pegasus Airlines,9988,,
3520,,,8:10:00,1,2:05:00,10:15:00,1,TK1587,TK,Turkish Airlines,10311,,
3521,,,15:15:00,1,2:10:00,17:25:00,1,TK1593,TK,Turkish Airlines,10311,,65245
3522,,,11:40:00,1,2:10:00,13:50:00,1,TK1591,TK,Turkish Airlines,10311,,
3523,,,18:40:00,1,2:10:00,20:50:00,1,TK1597,TK,Turkish Airlines,10311,,65245
3524,,,18:40:00,4,2:10:00,20:50:00,4,TK1597,TK,Turkish Airlines,10317,,
3525,,,11:40:00,2,2:10:00,13:50:00,2,TK1591,TK,Turkish Airlines,10351,,
3526,,,8:10:00,0,2:05:00,10:15:00,0,TK1587,TK,Turkish Airlines,10378,,
3527,,,15:15:00,2,2:10:00,17:25:00,2,TK1593,TK,Turkish Airlines,10378,,
3528,,,20:45:00,2,8:50:00,5:35:00,3,6.00E+12,6E,Indigo,34555,,
3529,,,20:45:00,3,8:50:00,5:35:00,4,6.00E+12,6E,Indigo,34555,,
3530,,,20:45:00,1,8:50:00,5:35:00,2,6.00E+12,6E,Indigo,34555,,
3531,,,20:45:00,6,8:50:00,5:35:00,0,6.00E+12,6E,Indigo,34555,,
3532,,,20:45:00,4,8:50:00,5:35:00,5,6.00E+12,6E,Indigo,34555,,
3533,,,20:45:00,0,8:50:00,5:35:00,1,6.00E+12,6E,Indigo,36589,,
3534,,,20:45:00,5,8:50:00,5:35:00,6,6.00E+12,6E,Indigo,36589,,
3535,,,20:20:00,2,8:20:00,4:40:00,3,TK716,TK,Turkish Airlines,59575,,263087
3536,,,20:20:00,1,8:20:00,4:40:00,2,TK716,TK,Turkish Airlines,59575,,263087
3537,,,20:20:00,4,8:20:00,4:40:00,5,TK716,TK,Turkish Airlines,59575,,263087
3538,,,20:20:00,6,8:20:00,4:40:00,0,TK716,TK,Turkish Airlines,59575,,219056
3539,,,20:20:00,3,8:20:00,4:40:00,4,TK716,TK,Turkish Airlines,59575,,263712
3540,,,20:20:00,0,8:20:00,4:40:00,1,TK716,TK,Turkish Airlines,59575,,263087
3541,,,20:20:00,5,8:20:00,4:40:00,6,TK716,TK,Turkish Airlines,59575,,263738
3542,,,20:45:00,3,8:50:00,5:35:00,4,TK4651,TK,Turkish Airlines,84693,,
3543,,,20:45:00,6,8:50:00,5:35:00,0,TK4651,TK,Turkish Airlines,84693,,
3544,,,20:45:00,4,8:50:00,5:35:00,5,TK4651,TK,Turkish Airlines,84693,,
3545,,,20:45:00,1,8:50:00,5:35:00,2,TK4651,TK,Turkish Airlines,84693,,
3546,,,20:45:00,2,8:50:00,5:35:00,3,TK4651,TK,Turkish Airlines,84693,,
3547,,,20:45:00,0,8:50:00,5:35:00,1,TK4651,TK,Turkish Airlines,84850,,
3548,,,20:45:00,5,8:50:00,5:35:00,6,TK4651,TK,Turkish Airlines,98010,,
3549,,,2:00:00,4,15:35:00,17:35:00,4,TK56,TK,Turkish Airlines,174755,,355388
3550,,,2:00:00,6,15:35:00,17:35:00,6,TK56,TK,Turkish Airlines,175114,,355388
3551,,,2:00:00,0,15:35:00,17:35:00,0,TK56,TK,Turkish Airlines,177904,,355388
3552,,,1:45:00,1,15:45:00,17:30:00,1,TK54,TK,Turkish Airlines,138692,,408615
3553,,,1:50:00,2,16:20:00,18:10:00,2,TK90,TK,Turkish Airlines,211170,,739908
3554,,,1:50:00,0,16:20:00,18:10:00,0,TK90,TK,Turkish Airlines,211235,,
3555,,,1:50:00,5,16:20:00,18:10:00,5,TK90,TK,Turkish Airlines,211235,,601173
3556,,,20:40:00,6,16:20:00,13:00:00,0,TK20,TK,Turkish Airlines,211235,,743263
3557,,,1:50:00,6,16:20:00,18:10:00,6,TK90,TK,Turkish Airlines,211235,,739988
3558,,,20:40:00,4,16:20:00,13:00:00,5,TK20,TK,Turkish Airlines,211235,,743263
3559,,,7:40:00,6,3:25:00,11:05:00,6,TK3,TK,Turkish Airlines,84263,,283461
3560,,,7:40:00,0,3:25:00,11:05:00,0,TK3,TK,Turkish Airlines,84263,,282856
3561,,,7:40:00,1,3:25:00,11:05:00,1,TK3,TK,Turkish Airlines,84263,,283461
3562,,,7:40:00,2,3:25:00,11:05:00,2,TK3,TK,Turkish Airlines,84396,,283461
3563,,,18:30:00,0,3:45:00,22:15:00,0,TK11,TK,Turkish Airlines,85159,,282856
3564,,,18:30:00,1,3:45:00,22:15:00,1,TK11,TK,Turkish Airlines,85159,,283461
3565,,,18:30:00,6,3:45:00,22:15:00,6,TK11,TK,Turkish Airlines,85159,,283461
3566,,,18:30:00,3,3:45:00,22:15:00,3,TK11,TK,Turkish Airlines,85275,,283461
3567,,,18:30:00,2,3:45:00,22:15:00,2,TK11,TK,Turkish Airlines,85275,,283461
3568,,,13:30:00,1,3:45:00,17:15:00,1,TK1,TK,Turkish Airlines,85965,,283461
3569,,,13:30:00,6,3:45:00,17:15:00,6,TK1,TK,Turkish Airlines,85965,,283461
3570,,,13:30:00,3,3:45:00,17:15:00,3,TK1,TK,Turkish Airlines,86154,,283461
3571,,,13:30:00,0,3:45:00,17:15:00,0,TK1,TK,Turkish Airlines,86154,,282856
3572,,,13:30:00,2,3:45:00,17:15:00,2,TK1,TK,Turkish Airlines,86154,,283461
3573,,,7:40:00,4,3:25:00,11:05:00,4,TK3,TK,Turkish Airlines,87757,,286846
3574,,,7:40:00,5,3:25:00,11:05:00,5,TK3,TK,Turkish Airlines,87913,,286846
3575,,,18:30:00,4,3:45:00,22:15:00,4,TK11,TK,Turkish Airlines,88652,,286846
3576,,,18:30:00,5,3:45:00,22:15:00,5,TK11,TK,Turkish Airlines,88788,,286846
3577,,,13:30:00,4,3:45:00,17:15:00,4,TK1,TK,Turkish Airlines,89548,,286846
3578,,,13:30:00,5,3:45:00,17:15:00,5,TK1,TK,Turkish Airlines,89666,,286846
3579,,,7:40:00,3,3:25:00,11:05:00,3,TK3,TK,Turkish Airlines,101800,,283461
3580,,,1:30:00,5,15:45:00,17:15:00,5,TK60,TK,Turkish Airlines,335133,,412002
3581,,,8:10:00,3,3:20:00,11:30:00,3,TK289,TK,Turkish Airlines,121859,,307438
3582,,,8:10:00,6,3:20:00,11:30:00,6,TK289,TK,Turkish Airlines,121859,,409101
3583,,,8:10:00,2,3:20:00,11:30:00,2,TK289,TK,Turkish Airlines,121859,,307438
3584,,,8:10:00,1,3:20:00,11:30:00,1,TK289,TK,Turkish Airlines,146262,,409101
3585,,,13:15:00,3,3:20:00,16:35:00,3,TK79,TK,Turkish Airlines,146262,,307438
3586,,,13:15:00,6,3:20:00,16:35:00,6,TK79,TK,Turkish Airlines,146262,,409101
3587,,,13:15:00,1,3:20:00,16:35:00,1,TK79,TK,Turkish Airlines,146262,,307438
3588,,,13:15:00,2,3:20:00,16:35:00,2,TK79,TK,Turkish Airlines,146262,,307438
3589,,,8:10:00,0,3:20:00,11:30:00,0,TK289,TK,Turkish Airlines,146399,,307438
3590,,,13:15:00,0,3:20:00,16:35:00,0,TK79,TK,Turkish Airlines,146399,,307438
3591,,,13:15:00,5,3:20:00,16:35:00,5,TK79,TK,Turkish Airlines,149722,,412492
3592,,,8:10:00,4,3:20:00,11:30:00,4,TK289,TK,Turkish Airlines,149833,,412492
3593,,,8:10:00,5,3:20:00,11:30:00,5,TK289,TK,Turkish Airlines,149833,,412492
3594,,,13:15:00,4,3:20:00,16:35:00,4,TK79,TK,Turkish Airlines,149833,,310824
3595,,,10:15:00,2,3:35:00,13:50:00,2,PC1099,PC,Pegasus Airlines,11617,,
3596,,,10:15:00,1,3:35:00,13:50:00,1,PC1099,PC,Pegasus Airlines,12962,,
3597,,,12:20:00,4,3:35:00,15:55:00,4,PC1101,PC,Pegasus Airlines,12962,,
3598,,,10:15:00,0,3:35:00,13:50:00,0,PC1099,PC,Pegasus Airlines,14773,,
3599,,,10:25:00,6,3:35:00,14:00:00,6,PC1099,PC,Pegasus Airlines,20181,,
3600,,,10:25:00,5,3:35:00,14:00:00,5,PC1099,PC,Pegasus Airlines,20181,,
3601,,,10:25:00,3,3:35:00,14:00:00,3,PC1099,PC,Pegasus Airlines,20181,,
3602,,,10:25:00,4,3:35:00,14:00:00,4,PC1099,PC,Pegasus Airlines,22173,,
3603,,,7:10:00,4,3:20:00,10:30:00,4,TK1857,TK,Turkish Airlines,32583,,104851
3604,,,13:30:00,2,3:25:00,16:55:00,2,TK1859,TK,Turkish Airlines,32583,,105574
3605,,,10:05:00,2,3:30:00,13:35:00,2,TK1357,TK,Turkish Airlines,32583,,105574
3606,,,13:30:00,3,3:25:00,16:55:00,3,TK1859,TK,Turkish Airlines,32972,,105714
3607,,,10:05:00,1,3:30:00,13:35:00,1,TK1357,TK,Turkish Airlines,36891,,106280
3608,,,7:10:00,5,3:20:00,10:30:00,5,TK1857,TK,Turkish Airlines,36975,,106752
3609,,,7:10:00,1,3:20:00,10:30:00,1,TK1857,TK,Turkish Airlines,36975,,122135
3610,,,7:10:00,2,3:20:00,10:30:00,2,TK1857,TK,Turkish Airlines,36975,,121370
3611,,,13:30:00,1,3:25:00,16:55:00,1,TK1859,TK,Turkish Airlines,36975,,106280
3612,,,10:05:00,4,3:30:00,13:35:00,4,TK1357,TK,Turkish Airlines,36975,,104851
3613,,,7:10:00,1,3:20:00,10:30:00,1,UX3902,UX,Air Europa,38483,,
3614,,,13:30:00,1,3:25:00,16:55:00,1,UX3906,UX,Air Europa,38483,,
3615,,,13:30:00,3,3:25:00,16:55:00,3,UX3906,UX,Air Europa,38483,,
3616,,,13:30:00,2,3:25:00,16:55:00,2,UX3906,UX,Air Europa,38483,,
3617,,,7:10:00,3,3:20:00,10:30:00,3,TK1857,TK,Turkish Airlines,42089,,105714
3618,,,13:30:00,4,3:25:00,16:55:00,4,TK1859,TK,Turkish Airlines,42174,,104851
3619,,,13:30:00,5,3:25:00,16:55:00,5,TK1859,TK,Turkish Airlines,42174,,106752
3620,,,10:50:00,1,2:45:00,13:35:00,1,PC1091,PC,Pegasus Airlines,13501,,
3621,,,10:50:00,2,2:45:00,13:35:00,2,PC1091,PC,Pegasus Airlines,13501,,
3622,,,12:20:00,2,2:45:00,15:05:00,2,PC1093,PC,Pegasus Airlines,13501,,
3623,,,15:40:00,5,2:45:00,18:25:00,5,PC1093,PC,Pegasus Airlines,15325,,
3624,,,12:20:00,0,2:45:00,15:05:00,0,PC1093,PC,Pegasus Airlines,15325,,
3625,,,10:50:00,4,2:45:00,13:35:00,4,PC1091,PC,Pegasus Airlines,17606,,
3626,,,10:50:00,5,2:45:00,13:35:00,5,PC1091,PC,Pegasus Airlines,25998,,
3627,,,10:50:00,3,2:45:00,13:35:00,3,PC1091,PC,Pegasus Airlines,25998,,
3628,,,10:50:00,6,2:45:00,13:35:00,6,PC1091,PC,Pegasus Airlines,27092,,
3629,,,7:40:00,2,2:40:00,10:20:00,2,TK1853,TK,Turkish Airlines,36331,,205056
3630,,,20:15:00,2,2:45:00,23:00:00,2,TK1851,TK,Turkish Airlines,36331,,188214
3631,,,14:20:00,3,2:45:00,17:05:00,3,TK1855,TK,Turkish Airlines,36331,,
3632,,,14:20:00,1,2:45:00,17:05:00,1,TK1855,TK,Turkish Airlines,36331,,105686
3633,,,20:15:00,1,2:40:00,22:55:00,1,TK1851,TK,Turkish Airlines,41428,,188214
3634,,,7:40:00,3,2:40:00,10:20:00,3,TK1853,TK,Turkish Airlines,41428,,205056
3635,,,20:15:00,0,2:45:00,23:00:00,0,TK1851,TK,Turkish Airlines,41428,,139198
3636,,,14:20:00,2,2:45:00,17:05:00,2,TK1855,TK,Turkish Airlines,41428,,188214
3637,,,20:15:00,3,2:45:00,23:00:00,3,TK1851,TK,Turkish Airlines,41428,,138298
3638,,,7:40:00,1,2:40:00,10:20:00,1,TK1853,TK,Turkish Airlines,41441,,188214
3639,,,14:20:00,0,2:45:00,17:05:00,0,TK1855,TK,Turkish Airlines,41514,,139198
3640,,,7:40:00,5,2:40:00,10:20:00,5,TK1853,TK,Turkish Airlines,41874,,225792
3641,,,14:20:00,5,2:45:00,17:05:00,5,TK1855,TK,Turkish Airlines,41874,,189059
3642,,,20:15:00,5,2:45:00,23:00:00,5,TK1851,TK,Turkish Airlines,41874,,161892
3643,,,10:50:00,0,2:45:00,13:35:00,0,PC1091,PC,Pegasus Airlines,46067,,
3644,,,14:20:00,6,2:45:00,17:05:00,6,TK1855,TK,Turkish Airlines,46382,,105255
3645,,,20:05:00,2,8:40:00,4:45:00,3,TK720,TK,Turkish Airlines,58520,,264925
3646,,,20:05:00,5,8:40:00,4:45:00,6,TK720,TK,Turkish Airlines,58520,,261867
3647,,,20:05:00,1,8:40:00,4:45:00,2,TK720,TK,Turkish Airlines,58520,,262695
3648,,,20:05:00,3,8:40:00,4:45:00,4,TK720,TK,Turkish Airlines,58520,,
3649,,,20:05:00,4,8:40:00,4:45:00,5,TK720,TK,Turkish Airlines,58520,,264925
3650,,,20:05:00,6,8:40:00,4:45:00,0,TK720,TK,Turkish Airlines,58520,,262979
3651,,,20:05:00,0,8:40:00,4:45:00,1,TK720,TK,Turkish Airlines,58520,,262695
3652,,,15:00:00,0,3:35:00,18:35:00,0,TK17,TK,Turkish Airlines,152049,,303683
3653,,,15:00:00,1,3:35:00,18:35:00,1,TK17,TK,Turkish Airlines,169045,,238575
3654,,,15:00:00,3,3:35:00,18:35:00,3,TK17,TK,Turkish Airlines,173065,,303683
3655,,,15:00:00,6,3:35:00,18:35:00,6,TK17,TK,Turkish Airlines,173065,,238575
3656,,,15:00:00,4,3:35:00,18:35:00,4,TK17,TK,Turkish Airlines,173065,,238575
3657,,,15:00:00,2,3:35:00,18:35:00,2,TK17,TK,Turkish Airlines,198083,,238575
3658,,,7:40:00,0,2:10:00,9:50:00,0,SG11,SG,SpiceJet,10294,,
3660,,,16:50:00,0,2:10:00,19:00:00,0,AI915,AI,Air India,10905,,57534
3661,,,16:50:00,1,2:10:00,19:00:00,1,AI915,AI,Air India,10919,,45549
3662,,,7:40:00,2,2:00:00,9:40:00,2,AI929,AI,Air India,10943,,45549
3666,,,7:40:00,1,2:10:00,9:50:00,1,SG11,SG,SpiceJet,11140,,
3667,,,18:20:00,2,2:20:00,20:40:00,2,SG5,SG,SpiceJet,11140,,
3668,,,18:20:00,1,2:20:00,20:40:00,1,SG5,SG,SpiceJet,11140,,
3669,,,18:20:00,0,2:20:00,20:40:00,0,SG5,SG,SpiceJet,11140,,
3671,,,7:20:00,0,2:20:00,9:40:00,0,6.00E+23,6E,Indigo,11765,,
3672,,,7:20:00,1,2:20:00,9:40:00,1,6.00E+23,6E,Indigo,11765,,
3673,,,7:20:00,2,2:20:00,9:40:00,2,6.00E+23,6E,Indigo,11765,,
3674,,,13:15:00,0,2:25:00,15:40:00,0,IX141,IX,Air India Express,12011,,
3675,,,13:15:00,4,2:25:00,15:40:00,4,IX141,IX,Air India Express,12011,,
3676,,,8:50:00,1,2:25:00,11:15:00,1,IX141,IX,Air India Express,12011,,
3677,,,13:15:00,2,2:25:00,15:40:00,2,IX141,IX,Air India Express,12011,,
3678,,,13:15:00,3,2:25:00,15:40:00,3,IX141,IX,Air India Express,12011,,
3679,,,18:20:00,3,2:20:00,20:40:00,3,SG5,SG,SpiceJet,12061,,
3680,,,18:20:00,4,2:20:00,20:40:00,4,SG5,SG,SpiceJet,12105,,
3683,,,1:55:00,2,6:30:00,8:25:00,2,UA713,UA,United Airlines,156213,155458,
3684,,,1:55:00,4,6:30:00,8:25:00,4,UA713,UA,United Airlines,189855,257530,497832
3685,,,2:15:00,3,5:10:00,7:25:00,3,AI127,AI,Air India,190983,,
3686,,,2:15:00,0,5:10:00,7:25:00,0,AI127,AI,Air India,194424,,353522
3687,,,1:55:00,4,6:30:00,8:25:00,4,UA713,UA,United Airlines,204698,257530,497832
3688,,,1:55:00,6,6:30:00,8:25:00,6,UA713,UA,United Airlines,204892,,381666
3689,,,1:55:00,1,6:30:00,8:25:00,1,UA713,UA,United Airlines,205605,,500720
3690,,,1:55:00,0,6:30:00,8:25:00,0,UA713,UA,United Airlines,209309,231485,
3691,,,1:55:00,3,6:30:00,8:25:00,3,UA713,UA,United Airlines,239064,231248,499817
3692,,,2:15:00,6,5:10:00,7:25:00,6,AI127,AI,Air India,329177,,355311
3693,,,2:15:00,5,5:10:00,7:25:00,5,AI127,AI,Air India,340568,,355311
3694,,,1:55:00,5,6:30:00,8:25:00,5,UA713,UA,United Airlines,631939,,610009
3695,,,14:40:00,4,5:10:00,19:50:00,4,UK17,UK,Vistara,60998,121803,
3696,,,14:40:00,1,5:10:00,19:50:00,1,UK17,UK,Vistara,70034,121803,166419
3697,,,14:40:00,2,5:10:00,19:50:00,2,UK17,UK,Vistara,70034,,166419
3698,,,5:25:00,0,4:50:00,10:15:00,0,AI133,AI,Air India,74978,,
3699,,,14:00:00,0,5:00:00,19:00:00,0,AI111,AI,Air India,76329,,163644
3700,,,2:45:00,3,4:45:00,7:30:00,3,AI161,AI,Air India,76766,,
3701,,,5:25:00,5,4:50:00,10:15:00,5,AI133,AI,Air India,76766,,275095
3702,,,14:00:00,3,5:00:00,19:00:00,3,AI111,AI,Air India,76766,,207061
3703,,,14:00:00,5,5:00:00,19:00:00,5,AI111,AI,Air India,76766,,275095
3704,,,14:00:00,1,5:00:00,19:00:00,1,AI111,AI,Air India,76766,,164376
3705,,,14:40:00,5,5:10:00,19:50:00,5,UK17,UK,Vistara,80485,200658,229899
3706,,,14:40:00,0,5:10:00,19:50:00,0,UK17,UK,Vistara,80485,200658,164227
3707,,,14:40:00,3,5:10:00,19:50:00,3,UK17,UK,Vistara,80485,151180,166419
3708,,,2:45:00,1,4:45:00,7:30:00,1,AI161,AI,Air India,86733,,207061
3709,,,1:50:00,0,5:15:00,7:05:00,0,BA142,BA,British Airways,91609,,
3710,,,14:40:00,6,5:10:00,19:50:00,6,UK17,UK,Vistara,97802,,
3711,,,10:00:00,0,5:20:00,15:20:00,0,VS301,VS,Virgin Atlantic,99668,212480,188180
3712,,,10:00:00,2,5:20:00,15:20:00,2,VS301,VS,Virgin Atlantic,99668,228133,
3713,,,10:00:00,1,5:20:00,15:20:00,1,VS301,VS,Virgin Atlantic,99668,228139,266831
3714,,,2:45:00,6,4:45:00,7:30:00,6,AI161,AI,Air India,99902,,
3715,,,1:50:00,5,5:15:00,7:05:00,5,BA142,BA,British Airways,102703,,
3716,,,10:00:00,4,5:20:00,15:20:00,4,VS301,VS,Virgin Atlantic,122269,115569,
3717,,,2:30:00,4,5:20:00,7:50:00,4,VS303,VS,Virgin Atlantic,122269,113656,
3718,,,10:00:00,3,5:20:00,15:20:00,3,VS301,VS,Virgin Atlantic,125174,228139,349358
3719,,,10:00:00,5,5:20:00,15:20:00,5,VS301,VS,Virgin Atlantic,127325,212480,
3720,,,18:00:00,0,11:55:00,5:55:00,1,NH838,NH,All Nippon Airways,64969,118058,
3721,,,18:00:00,6,11:55:00,5:55:00,0,NH838,NH,All Nippon Airways,64969,,145266
3722,,,18:00:00,2,11:55:00,5:55:00,3,NH838,NH,All Nippon Airways,84597,91316,
3723,,,18:00:00,4,11:55:00,5:55:00,5,NH838,NH,All Nippon Airways,84597,,
3724,,,19:05:00,4,11:50:00,6:55:00,5,JL30,JL,Japan Airlines,90755,,
3725,,,19:05:00,2,11:50:00,6:55:00,3,JL30,JL,Japan Airlines,90755,,181934
3726,,,19:05:00,6,11:50:00,6:55:00,0,JL30,JL,Japan Airlines,90755,,181934
3727,,,13:15:00,2,8:10:00,21:25:00,2,CX2694,CX,Cathay Pacific,39159,56934,183185
3728,,,13:15:00,6,8:10:00,21:25:00,6,CX2694,CX,Cathay Pacific,40336,117764,106635
3729,,,7:45:00,1,7:45:00,15:30:00,1,AI314,AI,Air India,44753,,112243
3730,,,13:15:00,1,8:10:00,21:25:00,1,CX2694,CX,Cathay Pacific,50026,117764,106164
3731,,,13:15:00,4,8:10:00,21:25:00,4,CX2694,CX,Cathay Pacific,50026,56934,107837
3732,,,9:00:00,5,7:45:00,16:45:00,5,AI314,AI,Air India,51997,,
3733,,,12:50:00,0,5:40:00,18:30:00,0,AI143,AI,Air India,32984,,113671
3734,,,12:50:00,1,5:40:00,18:30:00,1,AI143,AI,Air India,32984,,141245
3735,,,12:50:00,2,5:40:00,18:30:00,2,AI143,AI,Air India,32984,,113682
3736,,,12:50:00,3,5:40:00,18:30:00,3,AI143,AI,Air India,32984,,114188
3737,,,14:30:00,2,5:40:00,20:10:00,2,UK21,UK,Vistara,33409,66107,112870
3738,,,14:30:00,6,5:40:00,20:10:00,6,UK21,UK,Vistara,37417,65935,110664
3739,,,12:50:00,6,5:40:00,18:30:00,6,AI143,AI,Air India,40793,,141234
3740,,,12:50:00,4,5:40:00,18:30:00,4,AI143,AI,Air India,45689,,141234
3741,,,12:50:00,5,5:40:00,18:30:00,5,AI143,AI,Air India,45689,,141234
3742,,,0:35:00,0,6:10:00,6:45:00,0,AF225,AF,Air France,49219,110129,173456
3743,,,0:35:00,2,6:10:00,6:45:00,2,AF225,AF,Air France,56549,111361,251212
3744,,,0:35:00,6,6:10:00,6:45:00,6,AF225,AF,Air France,62888,109370,357121
3745,,,0:35:00,1,6:10:00,6:45:00,1,AF225,AF,Air France,62981,111361,357207
3746,,,0:35:00,4,6:10:00,6:45:00,4,AF225,AF,Air France,80034,166292,357207
3747,,,3:55:00,0,6:05:00,10:00:00,0,KL872,KL,KLM,58327,,212935
3748,,,3:55:00,3,6:05:00,10:00:00,3,KL872,KL,KLM,66400,,282470
3749,,,3:55:00,2,6:05:00,10:00:00,2,KL872,KL,KLM,66726,,164096
3750,,,3:55:00,5,6:05:00,10:00:00,5,KL872,KL,KLM,72247,,362644
3751,,,3:55:00,1,6:05:00,10:00:00,1,KL872,KL,KLM,78971,,135825
3752,,,3:55:00,6,6:05:00,10:00:00,6,KL872,KL,KLM,78971,,137307
3753,,,3:55:00,4,6:05:00,10:00:00,4,KL872,KL,KLM,157804,,282470
3754,,,13:20:00,3,5:10:00,18:30:00,3,UK25,UK,Vistara,32650,72135,
3755,,,13:20:00,1,5:10:00,18:30:00,1,UK25,UK,Vistara,32883,72135,111288
3756,,,13:35:00,1,5:05:00,18:40:00,1,AI121,AI,Air India,32916,,116079
3757,,,13:35:00,0,5:05:00,18:40:00,0,AI121,AI,Air India,33101,,116068
3758,,,13:35:00,2,5:05:00,18:40:00,2,AI121,AI,Air India,33101,,116068
3759,,,13:35:00,3,5:05:00,18:40:00,3,AI121,AI,Air India,33101,,
3760,,,13:35:00,6,5:05:00,18:40:00,6,AI121,AI,Air India,36481,,180782
3761,,,13:35:00,4,5:05:00,18:40:00,4,AI121,AI,Air India,36481,,212607
3762,,,13:20:00,5,5:10:00,18:30:00,5,UK25,UK,Vistara,37730,73932,110689
3763,,,13:35:00,5,5:05:00,18:40:00,5,AI121,AI,Air India,40210,,116068
3764,,,2:50:00,3,4:50:00,7:40:00,3,LH761,LH,Lufthansa,62319,113583,
3765,,,2:50:00,4,4:50:00,7:40:00,4,LH761,LH,Lufthansa,62372,103839,215450
3766,,,2:50:00,1,4:50:00,7:40:00,1,LH761,LH,Lufthansa,64709,156738,178300
3767,,,2:50:00,6,4:50:00,7:40:00,6,LH761,LH,Lufthansa,64709,119576,286674
3768,,,2:50:00,5,4:50:00,7:40:00,5,LH761,LH,Lufthansa,70460,103782,215450
3769,,,2:50:00,0,4:50:00,7:40:00,0,LH761,LH,Lufthansa,92762,113583,169231
3770,,,2:50:00,0,4:50:00,7:40:00,0,LH761,LH,Lufthansa,95251,113583,169231
3771,,,2:50:00,2,4:50:00,7:40:00,2,LH761,LH,Lufthansa,105617,156569,169231
3772,,,2:50:00,2,4:50:00,7:40:00,2,LH761,LH,Lufthansa,142373,156569,169231
3773,,,5:30:00,0,5:05:00,10:35:00,0,6.00E+11,6E,Indigo,30067,,
3774,,,5:30:00,2,5:05:00,10:35:00,2,6.00E+11,6E,Indigo,31610,,
3775,,,5:30:00,4,5:05:00,10:35:00,4,6.00E+11,6E,Indigo,31610,,
3776,,,5:30:00,3,5:05:00,10:35:00,3,6.00E+11,6E,Indigo,31610,,
3777,,,5:30:00,1,5:05:00,10:35:00,1,6.00E+11,6E,Indigo,31610,,
3778,,,5:30:00,5,5:05:00,10:35:00,5,6.00E+11,6E,Indigo,33034,,
3779,,,5:30:00,6,5:05:00,10:35:00,6,6.00E+11,6E,Indigo,33034,,
3780,,,6:20:00,6,4:10:00,10:30:00,6,TK717,TK,Turkish Airlines,46789,,305899
3781,,,5:30:00,0,5:05:00,10:35:00,0,TK4650,TK,Turkish Airlines,62926,,
3782,,,5:30:00,2,5:05:00,10:35:00,2,TK4650,TK,Turkish Airlines,62926,,
3783,,,6:20:00,1,4:10:00,10:30:00,1,TK717,TK,Turkish Airlines,66014,,185742
3784,,,6:20:00,2,4:10:00,10:30:00,2,TK717,TK,Turkish Airlines,66014,,301408
3785,,,6:20:00,5,4:10:00,10:30:00,5,TK717,TK,Turkish Airlines,66014,,305805
3786,,,6:20:00,3,4:10:00,10:30:00,3,TK717,TK,Turkish Airlines,66014,,242200
3787,,,6:20:00,4,4:10:00,10:30:00,4,TK717,TK,Turkish Airlines,66014,,305805
3788,,,6:20:00,0,4:10:00,10:30:00,0,TK717,TK,Turkish Airlines,66014,,242200
3789,,,5:30:00,3,5:05:00,10:35:00,3,TK4650,TK,Turkish Airlines,70614,,
3790,,,5:30:00,1,5:05:00,10:35:00,1,TK4650,TK,Turkish Airlines,70614,,
3791,,,5:30:00,4,5:05:00,10:35:00,4,TK4650,TK,Turkish Airlines,99832,,
3792,,,5:30:00,5,5:05:00,10:35:00,5,TK4650,TK,Turkish Airlines,99832,,
3793,,,5:30:00,6,5:05:00,10:35:00,6,TK4650,TK,Turkish Airlines,99832,,
3794,,,0:05:00,3,8:10:00,8:15:00,3,UK115,UK,Vistara,32183,44927,67555
3795,,,23:15:00,3,8:10:00,7:25:00,4,AI380,AI,Air India,32484,,67804
3796,,,23:15:00,1,8:10:00,7:25:00,2,AI380,AI,Air India,32484,,
3797,,,23:15:00,6,8:10:00,7:25:00,0,AI380,AI,Air India,32960,,108188
3798,,,23:15:00,4,8:10:00,7:25:00,5,AI380,AI,Air India,32960,,86617
3799,,,23:15:00,2,8:10:00,7:25:00,3,AI380,AI,Air India,32962,,67443
3800,,,0:05:00,4,8:10:00,8:15:00,4,UK115,UK,Vistara,36265,33714,102733
3801,,,23:15:00,5,8:10:00,7:25:00,6,AI380,AI,Air India,37623,,66362
3802,,,0:05:00,1,8:10:00,8:15:00,1,UK115,UK,Vistara,37915,,
