index,,,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
819,,,12:48:00,0,5:11:00,17:59:00,0,NK471,NK,Spirit Airlines,17204,,
820,,,23:15:00,2,5:12:00,4:27:00,3,NK1964,NK,Spirit Airlines,17204,,
821,,,23:15:00,0,5:12:00,4:27:00,1,NK1964,NK,Spirit Airlines,17204,,
822,,,23:15:00,6,5:12:00,4:27:00,0,NK1964,NK,Spirit Airlines,17204,,
823,,,23:15:00,1,5:12:00,4:27:00,2,NK1964,NK,Spirit Airlines,17204,,
824,,,23:15:00,3,5:12:00,4:27:00,4,NK1964,NK,Spirit Airlines,17204,,
825,,,17:10:00,6,20:45:00,13:55:00,0,DE2081,DE,Condor,49065,84426,274534
826,,,20:05:00,4,20:45:00,16:50:00,5,DE2081,DE,Condor,61074,93200,274534
827,,,17:55:00,1,20:45:00,14:40:00,2,DE2081,DE,Condor,61074,113061,211499
828,,,15:00:00,3,19:50:00,10:50:00,4,LH457,LH,Lufthansa,159530,,573875
829,,,18:40:00,3,20:05:00,14:45:00,4,LH451,LH,Lufthansa,159530,192187,573875
830,,,15:00:00,5,19:50:00,10:50:00,6,UA8844,UA,United Airlines,169835,202372,
831,,,15:00:00,6,19:50:00,10:50:00,0,UA8844,UA,United Airlines,169835,199448,
832,,,15:00:00,4,19:50:00,10:50:00,5,UA8844,UA,United Airlines,170412,,
833,,,18:40:00,5,20:05:00,14:45:00,6,UA8900,UA,United Airlines,170412,202372,
834,,,15:00:00,5,19:50:00,10:50:00,6,LH457,LH,Lufthansa,170476,202372,597136
835,,,15:00:00,6,19:50:00,10:50:00,0,LH457,LH,Lufthansa,170476,198844,599498
836,,,15:00:00,4,19:50:00,10:50:00,5,LH457,LH,Lufthansa,170476,,615766
837,,,18:40:00,4,20:05:00,14:45:00,5,LH451,LH,Lufthansa,170476,202372,570891
838,,,18:40:00,5,20:05:00,14:45:00,6,LH451,LH,Lufthansa,170476,202372,597136
839,,,18:40:00,1,20:05:00,14:45:00,2,UA8900,UA,United Airlines,171417,252789,615480
840,,,15:00:00,0,19:50:00,10:50:00,1,UA8844,UA,United Airlines,183620,,615480
841,,,18:40:00,1,20:05:00,14:45:00,2,LH451,LH,Lufthansa,192133,252789,614875
842,,,15:00:00,0,19:50:00,10:50:00,1,UA8844,UA,United Airlines,194800,,615480
843,,,15:00:00,1,19:50:00,10:50:00,2,UA8844,UA,United Airlines,194800,,617841
844,,,15:00:00,3,19:50:00,10:50:00,4,UA8844,UA,United Airlines,194800,252560,
845,,,18:40:00,1,20:05:00,14:45:00,2,UA8900,UA,United Airlines,194800,252789,615480
846,,,15:00:00,2,19:50:00,10:50:00,3,UA8844,UA,United Airlines,195499,251817,
847,,,15:00:00,0,19:50:00,10:50:00,1,LH457,LH,Lufthansa,195563,252789,574005
848,,,15:00:00,2,19:50:00,10:50:00,3,LH457,LH,Lufthansa,195563,252789,573875
849,,,15:00:00,1,19:50:00,10:50:00,2,LH457,LH,Lufthansa,195563,,
850,,,18:35:00,6,23:00:00,17:35:00,0,TK10,TK,Turkish Airlines,120610,,369668
851,,,18:35:00,2,23:00:00,17:35:00,3,TK10,TK,Turkish Airlines,122783,,432936
852,,,18:35:00,0,23:00:00,17:35:00,1,TK10,TK,Turkish Airlines,122783,,568698
853,,,18:35:00,1,23:00:00,17:35:00,2,TK10,TK,Turkish Airlines,122783,,625079
854,,,13:30:00,0,23:10:00,12:40:00,1,TK180,TK,Turkish Airlines,122783,,435697
855,,,13:30:00,6,23:10:00,12:40:00,0,TK180,TK,Turkish Airlines,122783,,434908
856,,,13:30:00,2,23:10:00,12:40:00,3,TK180,TK,Turkish Airlines,122783,,565095
857,,,13:30:00,1,23:10:00,12:40:00,2,TK180,TK,Turkish Airlines,122783,,625079
858,,,18:35:00,3,23:00:00,17:35:00,4,TK10,TK,Turkish Airlines,126369,,567666
859,,,13:30:00,3,23:10:00,12:40:00,4,TK180,TK,Turkish Airlines,126369,,567666
860,,,18:35:00,5,23:00:00,17:35:00,6,TK10,TK,Turkish Airlines,127265,,578286
861,,,18:35:00,4,23:00:00,17:35:00,5,TK10,TK,Turkish Airlines,127265,,580581
862,,,13:30:00,4,23:10:00,12:40:00,5,TK180,TK,Turkish Airlines,127265,,
863,,,13:30:00,5,23:10:00,12:40:00,6,TK180,TK,Turkish Airlines,127265,,445826
864,,,8:50:00,6,3:24:00,12:14:00,6,UA1029,UA,United Airlines,13921,21059,
865,,,5:30:00,4,3:24:00,8:54:00,4,UA371,UA,United Airlines,13921,21059,
866,,,5:30:00,6,3:24:00,8:54:00,6,UA371,UA,United Airlines,13921,,
867,,,5:30:00,5,3:24:00,8:54:00,5,UA371,UA,United Airlines,13921,21059,
868,,,20:48:00,4,3:27:00,0:15:00,5,UA2070,UA,United Airlines,13921,21059,
869,,,10:33:00,4,3:27:00,14:00:00,4,UA1496,UA,United Airlines,13921,21059,
870,,,10:33:00,6,3:27:00,14:00:00,6,UA1496,UA,United Airlines,13921,,
871,,,7:00:00,4,3:27:00,10:27:00,4,UA1264,UA,United Airlines,13921,21059,
872,,,11:00:00,6,3:27:00,14:27:00,6,UA1013,UA,United Airlines,13921,,
873,,,18:20:00,4,3:27:00,21:47:00,4,UA1467,UA,United Airlines,13921,21059,
874,,,20:48:00,5,3:27:00,0:15:00,6,UA2070,UA,United Airlines,13921,21059,
875,,,7:00:00,6,3:27:00,10:27:00,6,UA1264,UA,United Airlines,13921,,
876,,,19:38:00,4,3:28:00,23:06:00,4,DL3511,DL,Delta Airlines,13965,17664,
877,,,19:38:00,6,3:28:00,23:06:00,6,DL3511,DL,Delta Airlines,13965,,
878,,,19:38:00,5,3:28:00,23:06:00,5,DL3511,DL,Delta Airlines,13965,,
879,,,7:45:00,6,3:35:00,11:20:00,6,DL3681,DL,Delta Airlines,13965,,
880,,,9:25:00,6,3:30:00,12:55:00,6,AA6292,AA,American Airlines,16606,,
881,,,15:00:00,4,3:33:00,18:33:00,4,DL3692,DL,Delta Airlines,18327,21908,
882,,,7:45:00,5,3:35:00,11:20:00,5,DL3681,DL,Delta Airlines,18327,,
883,,,20:48:00,6,3:27:00,0:15:00,0,UA2070,UA,United Airlines,19204,,
884,,,18:20:00,6,3:27:00,21:47:00,6,UA1467,UA,United Airlines,19204,,
885,,,6:58:00,5,3:27:00,10:25:00,5,UA1264,UA,United Airlines,19204,26152,
886,,,11:00:00,4,3:27:00,14:27:00,4,UA1013,UA,United Airlines,19204,21059,
887,,,10:35:00,5,3:27:00,14:02:00,5,UA1496,UA,United Airlines,19204,26152,
888,,,16:13:00,4,3:27:00,19:40:00,4,UA2146,UA,United Airlines,19204,26152,
889,,,15:14:00,4,8:30:00,23:44:00,4,B61124,B6,Jetblue Airways,22057,,
890,,,16:25:00,5,8:30:00,0:55:00,6,B62124,B6,Jetblue Airways,22057,,103295
891,,,12:55:00,4,8:35:00,21:30:00,4,DL323,DL,Delta Airlines,22757,43126,
892,,,13:45:00,4,8:44:00,22:29:00,4,B61524,B6,Jetblue Airways,24258,,
893,,,16:25:00,4,8:30:00,0:55:00,5,B62124,B6,Jetblue Airways,26459,,
894,,,11:25:00,4,8:37:00,20:02:00,4,B6424,B6,Jetblue Airways,26459,,103295
895,,,10:05:00,4,8:37:00,18:42:00,4,B6324,B6,Jetblue Airways,26459,,
896,,,12:30:00,4,8:37:00,21:07:00,4,B6524,B6,Jetblue Airways,26459,,
897,,,8:10:00,4,8:47:00,16:57:00,4,B6624,B6,Jetblue Airways,26459,,
898,,,22:40:00,2,8:18:00,6:58:00,3,UA516,UA,United Airlines,26675,41089,
899,,,22:40:00,0,8:18:00,6:58:00,1,UA516,UA,United Airlines,26675,41938,
900,,,22:40:00,1,8:18:00,6:58:00,2,UA516,UA,United Airlines,26675,40937,
901,,,22:40:00,3,8:18:00,6:58:00,4,UA516,UA,United Airlines,26675,41089,
902,,,8:00:00,1,8:18:00,16:18:00,1,UA514,UA,United Airlines,26675,40937,
903,,,14:25:00,4,8:34:00,22:59:00,4,DL553,DL,Delta Airlines,27090,43976,
904,,,16:25:00,4,8:34:00,0:59:00,5,DL436,DL,Delta Airlines,27090,,
905,,,21:50:00,4,8:35:00,6:25:00,5,DL1640,DL,Delta Airlines,27090,,
906,,,6:00:00,5,8:40:00,14:40:00,5,DL1095,DL,Delta Airlines,27090,,
907,,,7:45:00,5,8:40:00,16:25:00,5,DL324,DL,Delta Airlines,27090,,
908,,,23:55:00,4,8:46:00,8:41:00,5,DL554,DL,Delta Airlines,27090,,
909,,,21:50:00,5,8:35:00,6:25:00,6,DL1640,DL,Delta Airlines,27173,,
910,,,6:00:00,4,8:40:00,14:40:00,4,B64001,B6,Jetblue Airways,27604,,
911,,,23:45:00,5,8:43:00,8:28:00,6,B64010,B6,Jetblue Airways,27604,,
912,,,16:00:00,5,8:44:00,0:44:00,6,B64034,B6,Jetblue Airways,27604,,
913,,,12:00:00,5,8:45:00,20:45:00,5,B64047,B6,Jetblue Airways,27604,,
914,,,22:45:00,2,1:27:00,0:12:00,3,UA1597,UA,United Airlines,5756,11299,
915,,,17:35:00,2,1:24:00,18:59:00,2,B6536,B6,Jetblue Airways,5793,,
916,,,10:48:00,2,1:30:00,12:18:00,2,B62736,B6,Jetblue Airways,5793,,
917,,,6:15:00,6,1:17:00,7:32:00,6,DL3634,DL,Delta Airlines,7160,12572,
918,,,17:35:00,1,1:24:00,18:59:00,1,B6536,B6,Jetblue Airways,7161,,
919,,,17:35:00,0,1:24:00,18:59:00,0,B6536,B6,Jetblue Airways,7161,,
920,,,6:15:00,5,1:17:00,7:32:00,5,DL3634,DL,Delta Airlines,7171,12572,
921,,,6:15:00,1,1:17:00,7:32:00,1,DL3634,DL,Delta Airlines,8072,,
922,,,6:15:00,2,1:17:00,7:32:00,2,DL3634,DL,Delta Airlines,8072,12572,
923,,,15:20:00,1,1:19:00,16:39:00,1,DL3537,DL,Delta Airlines,8072,,
924,,,12:45:00,2,1:24:00,14:09:00,2,DL1203,DL,Delta Airlines,8072,12572,
925,,,12:45:00,1,1:24:00,14:09:00,1,DL1203,DL,Delta Airlines,8072,,
926,,,17:34:00,1,1:25:00,18:59:00,1,DL1224,DL,Delta Airlines,8072,,
927,,,22:29:00,2,1:27:00,23:56:00,2,DL2330,DL,Delta Airlines,8072,12572,
928,,,22:29:00,0,1:27:00,23:56:00,0,DL2330,DL,Delta Airlines,8072,,
929,,,22:29:00,1,1:27:00,23:56:00,1,DL2330,DL,Delta Airlines,8072,,
930,,,8:20:00,1,1:34:00,9:54:00,1,DL1721,DL,Delta Airlines,8072,,
931,,,22:55:00,4,1:21:00,0:16:00,5,AS3305,AS,Alaska Airlines,8113,,16849
932,,,14:05:00,1,1:27:00,15:32:00,1,UA1250,UA,United Airlines,8493,14693,
933,,,6:00:00,2,1:28:00,7:28:00,2,UA2032,UA,United Airlines,8493,12572,
934,,,8:05:00,2,1:25:00,9:30:00,2,AS307,AS,Alaska Airlines,8995,,16849
935,,,6:05:00,0,1:20:00,7:25:00,0,AS3342,AS,Alaska Airlines,9011,,16849
936,,,22:55:00,0,1:21:00,0:16:00,1,AS3305,AS,Alaska Airlines,9011,,16849
937,,,8:05:00,0,1:25:00,9:30:00,0,AS307,AS,Alaska Airlines,9011,,
938,,,8:05:00,1,1:25:00,9:30:00,1,AS307,AS,Alaska Airlines,9031,,16849
939,,,17:55:00,6,20:20:00,14:15:00,0,AA8568,AA,American Airlines,200475,,
940,,,17:55:00,6,20:20:00,14:15:00,0,IB6170,IB,Iberia Airways,202320,,
941,,,17:55:00,6,20:20:00,14:15:00,0,AY5652,AY,Finnair,204228,,
942,,,17:55:00,6,20:20:00,14:15:00,0,BA4266,BA,British Airways,209605,,
943,,,17:55:00,5,20:20:00,14:15:00,6,AA8568,AA,American Airlines,212247,,
944,,,17:55:00,5,20:20:00,14:15:00,6,BA4266,BA,British Airways,214166,,
945,,,17:55:00,5,20:20:00,14:15:00,6,IB6170,IB,Iberia Airways,214172,,
946,,,17:55:00,5,20:20:00,14:15:00,6,AY5652,AY,Finnair,216597,,
947,,,17:55:00,4,20:20:00,14:15:00,5,IB6170,IB,Iberia Airways,217444,,878562
948,,,17:55:00,1,20:20:00,14:15:00,2,AA8568,AA,American Airlines,230623,,
949,,,17:55:00,3,20:20:00,14:15:00,4,AY5652,AY,Finnair,231240,,
950,,,17:55:00,1,20:20:00,14:15:00,2,BA4266,BA,British Airways,232592,,936559
951,,,17:55:00,1,20:20:00,14:15:00,2,IB6170,IB,Iberia Airways,232599,,661398
952,,,17:55:00,3,20:20:00,14:15:00,4,AY5652,AY,Finnair,239071,,
953,,,17:55:00,3,20:20:00,14:15:00,4,AA8568,AA,American Airlines,239254,,
954,,,17:55:00,1,20:20:00,14:15:00,2,AY5652,AY,Finnair,239522,,
955,,,17:55:00,3,20:20:00,14:15:00,4,BA4266,BA,British Airways,241259,,936559
956,,,17:55:00,3,20:20:00,14:15:00,4,IB6170,IB,Iberia Airways,241266,,
957,,,17:55:00,4,20:20:00,14:15:00,5,BA4266,BA,British Airways,281671,,936559
958,,,17:55:00,4,20:20:00,14:15:00,5,AA8568,AA,American Airlines,297721,,932641
959,,,17:55:00,4,20:20:00,14:15:00,5,AY5652,AY,Finnair,303115,,
960,,,12:41:00,6,1:17:00,13:58:00,6,NK562,NK,Spirit Airlines,2782,,
961,,,16:24:00,6,1:19:00,17:43:00,6,NK875,NK,Spirit Airlines,2782,,
962,,,20:45:00,6,1:20:00,22:05:00,6,NK648,NK,Spirit Airlines,2882,,
963,,,14:03:00,6,1:18:00,15:21:00,6,NK1720,NK,Spirit Airlines,3839,,
964,,,14:03:00,2,1:18:00,15:21:00,2,NK1720,NK,Spirit Airlines,3839,,
965,,,16:24:00,1,1:19:00,17:43:00,1,NK875,NK,Spirit Airlines,3839,,
966,,,19:59:00,1,1:20:00,21:19:00,1,NK648,NK,Spirit Airlines,3839,,
967,,,20:45:00,3,1:20:00,22:05:00,3,NK648,NK,Spirit Airlines,3839,,
968,,,20:30:00,5,1:13:00,21:43:00,5,DL2562,DL,Delta Airlines,4184,7903,
969,,,16:42:00,6,1:17:00,17:59:00,6,UA1464,UA,United Airlines,4676,10449,
970,,,16:50:00,6,1:11:00,18:01:00,6,B61080,B6,Jetblue Airways,4711,,
971,,,16:50:00,5,1:11:00,18:01:00,5,B61080,B6,Jetblue Airways,4711,,
972,,,8:40:00,5,1:14:00,9:54:00,5,B6880,B6,Jetblue Airways,4711,,
973,,,8:40:00,6,1:14:00,9:54:00,6,B6880,B6,Jetblue Airways,4711,,
974,,,17:59:00,5,1:13:00,19:12:00,5,DL967,DL,Delta Airlines,4715,7903,
975,,,14:55:00,6,1:14:00,16:09:00,6,AS3322,AS,Alaska Airlines,4755,,85599
976,,,10:00:00,6,1:15:00,11:15:00,6,AS3362,AS,Alaska Airlines,4755,,16849
977,,,22:36:00,6,1:20:00,23:56:00,6,UA5315,UA,United Airlines,4844,10449,
978,,,20:30:00,6,1:13:00,21:43:00,6,DL2562,DL,Delta Airlines,4890,,
979,,,22:25:00,6,1:15:00,23:40:00,6,AS3338,AS,Alaska Airlines,4927,,16849
980,,,17:05:00,6,1:17:00,18:22:00,6,AS541,AS,Alaska Airlines,4927,,16849
981,,,12:41:00,1,1:17:00,13:58:00,1,NK562,NK,Spirit Airlines,5511,,
982,,,14:03:00,1,1:18:00,15:21:00,1,NK1720,NK,Spirit Airlines,5511,,
983,,,14:03:00,4,1:18:00,15:21:00,4,NK1720,NK,Spirit Airlines,5511,,
984,,,16:24:00,3,1:19:00,17:43:00,3,NK875,NK,Spirit Airlines,5511,,
985,,,19:55:00,5,20:45:00,16:40:00,6,VY9794,VY,Vueling Airlines,83889,,
986,,,19:55:00,3,20:45:00,16:40:00,4,VY9794,VY,Vueling Airlines,87697,,
987,,,19:55:00,5,20:45:00,16:40:00,6,IB2624,IB,Iberia Airways,100359,,
988,,,19:55:00,2,20:45:00,16:40:00,3,VY9794,VY,Vueling Airlines,103821,180328,
989,,,19:55:00,0,20:45:00,16:40:00,1,VY9794,VY,Vueling Airlines,103821,113839,
990,,,19:55:00,3,20:45:00,16:40:00,4,IB2624,IB,Iberia Airways,113126,229390,
991,,,19:55:00,2,20:45:00,16:40:00,3,IB2624,IB,Iberia Airways,121439,206146,
992,,,19:55:00,0,20:45:00,16:40:00,1,IB2624,IB,Iberia Airways,133507,,
993,,,19:55:00,2,20:45:00,16:40:00,3,IB2624,IB,Iberia Airways,133818,206146,
994,,,19:55:00,5,20:45:00,16:40:00,6,AA8601,AA,American Airlines,260671,,
995,,,19:55:00,3,20:45:00,16:40:00,4,AA8601,AA,American Airlines,260671,,
996,,,19:55:00,0,20:45:00,16:40:00,1,AA8601,AA,American Airlines,261489,326596,
997,,,19:55:00,2,20:45:00,16:40:00,3,AA8601,AA,American Airlines,261489,326596,
998,,,22:30:00,6,7:51:00,6:21:00,0,UA8324,UA,United Airlines,39428,,
999,,,22:30:00,6,7:51:00,6:21:00,0,AC794,AC,Air Canada,39432,66879,295709
1000,,,11:35:00,5,7:35:00,19:10:00,5,AC790,AC,Air Canada,40852,160400,201684
1001,,,13:20:00,5,7:44:00,21:04:00,5,AC792,AC,Air Canada,40852,,160169
1002,,,13:20:00,5,7:44:00,21:04:00,5,UA8322,UA,United Airlines,40852,,
1003,,,15:20:00,5,7:44:00,23:04:00,5,UA8015,UA,United Airlines,40852,,
1004,,,13:20:00,6,7:44:00,21:04:00,6,AC792,AC,Air Canada,40852,,292342
1005,,,13:20:00,4,7:44:00,21:04:00,4,AC792,AC,Air Canada,40852,,172943
1006,,,15:20:00,5,7:44:00,23:04:00,5,AC788,AC,Air Canada,40852,,218565
1007,,,7:30:00,6,7:45:00,15:15:00,6,UA8320,UA,United Airlines,40852,,
1008,,,7:30:00,5,7:45:00,15:15:00,5,AC786,AC,Air Canada,40852,,245938
1009,,,7:30:00,6,7:45:00,15:15:00,6,AC786,AC,Air Canada,40852,,263587
1010,,,22:30:00,5,7:51:00,6:21:00,6,UA8324,UA,United Airlines,40852,,205608
1011,,,22:30:00,5,7:51:00,6:21:00,6,AC794,AC,Air Canada,40852,126810,166100
1012,,,11:35:00,5,7:35:00,19:10:00,5,UA8328,UA,United Airlines,44657,,
1013,,,13:20:00,6,7:44:00,21:04:00,6,UA8322,UA,United Airlines,44657,,
1014,,,13:20:00,4,7:44:00,21:04:00,4,UA8322,UA,United Airlines,44672,,
1015,,,7:30:00,5,7:45:00,15:15:00,5,UA8320,UA,United Airlines,44672,,
1016,,,11:40:00,0,7:50:00,19:30:00,0,WS1101,WS,WestJet,45835,129968,
1017,,,11:35:00,0,7:35:00,19:10:00,0,AC790,AC,Air Canada,49205,101138,
1018,,,11:35:00,2,7:35:00,19:10:00,2,UA8328,UA,United Airlines,49205,,
1019,,,11:35:00,2,7:35:00,19:10:00,2,AC790,AC,Air Canada,49205,,193492
1020,,,11:35:00,6,7:35:00,19:10:00,6,AC790,AC,Air Canada,49205,178015,
1021,,,13:20:00,1,7:44:00,21:04:00,1,UA8322,UA,United Airlines,49205,,
1022,,,13:20:00,0,7:44:00,21:04:00,0,AC792,AC,Air Canada,49205,,
1023,,,17:15:00,1,3:10:00,20:25:00,1,NK635,NK,Spirit Airlines,11939,,
1024,,,17:15:00,3,3:10:00,20:25:00,3,NK635,NK,Spirit Airlines,14581,,
1025,,,17:15:00,2,3:10:00,20:25:00,2,NK635,NK,Spirit Airlines,14581,,
1026,,,5:30:00,6,2:50:00,8:20:00,6,DL2825,DL,Delta Airlines,16112,20465,
1027,,,5:30:00,5,2:50:00,8:20:00,5,DL2825,DL,Delta Airlines,16112,20465,
1028,,,7:30:00,5,2:53:00,10:23:00,5,DL326,DL,Delta Airlines,16112,,
1029,,,15:50:00,5,3:06:00,18:56:00,5,DL739,DL,Delta Airlines,16112,,
1030,,,17:15:00,5,2:54:00,20:09:00,5,AA2779,AA,American Airlines,16167,,
1031,,,14:59:00,5,3:00:00,17:59:00,5,AA4159,AA,American Airlines,16167,,
1032,,,10:36:00,2,3:03:00,13:39:00,2,UA2224,UA,United Airlines,16827,22672,
1033,,,13:30:00,2,3:05:00,16:35:00,2,UA2662,UA,United Airlines,16827,22672,
1034,,,5:30:00,1,2:50:00,8:20:00,1,DL2825,DL,Delta Airlines,16871,19616,
1035,,,5:30:00,2,2:50:00,8:20:00,2,DL2825,DL,Delta Airlines,16871,19616,
1036,,,17:15:00,2,2:54:00,20:09:00,2,AA2779,AA,American Airlines,16871,,
1037,,,14:59:00,1,3:00:00,17:59:00,1,AA4159,AA,American Airlines,16871,,
1038,,,10:21:00,2,3:06:00,13:27:00,2,AA3264,AA,American Airlines,16871,,
1039,,,17:15:00,4,3:10:00,20:25:00,4,NK635,NK,Spirit Airlines,17222,,
1040,,,17:15:00,4,2:54:00,20:09:00,4,AA2779,AA,American Airlines,17839,,
1041,,,14:59:00,0,3:00:00,17:59:00,0,AA4159,AA,American Airlines,17839,,
1042,,,14:59:00,3,3:00:00,17:59:00,3,AA4159,AA,American Airlines,17839,,
1043,,,14:59:00,2,3:00:00,17:59:00,2,AA4159,AA,American Airlines,17839,,
1044,,,8:40:00,2,3:06:00,11:46:00,2,AA4549,AA,American Airlines,17839,,
1045,,,18:07:00,5,3:26:00,21:33:00,5,UA5336,UA,United Airlines,18059,26660,
1046,,,10:36:00,1,3:03:00,13:39:00,1,UA2224,UA,United Airlines,18236,26660,
1047,,,8:52:00,4,3:07:00,11:59:00,4,UA5534,UA,United Airlines,18236,26660,
1048,,,20:45:00,6,22:25:00,19:10:00,0,EK236,EK,Emirates,71551,,620698
1049,,,20:45:00,3,22:25:00,19:10:00,4,EK236,EK,Emirates,72633,,867398
1050,,,20:45:00,1,22:25:00,19:10:00,2,EK236,EK,Emirates,72633,,423819
1051,,,20:45:00,2,22:25:00,19:10:00,3,EK236,EK,Emirates,72633,,867398
1052,,,20:45:00,0,22:25:00,19:10:00,1,EK236,EK,Emirates,72847,,620698
1053,,,20:45:00,5,22:25:00,19:10:00,6,EK236,EK,Emirates,72847,,647639
1054,,,20:45:00,4,22:25:00,19:10:00,5,EK236,EK,Emirates,84214,,867398
1055,,,19:05:00,5,2:26:00,21:31:00,5,NK644,NK,Spirit Airlines,16292,,
1056,,,21:59:00,5,2:26:00,0:25:00,6,NK1024,NK,Spirit Airlines,16292,,
1057,,,19:05:00,6,2:26:00,21:31:00,6,NK644,NK,Spirit Airlines,22677,,
1058,,,19:05:00,0,2:26:00,21:31:00,0,NK644,NK,Spirit Airlines,22677,,
1059,,,19:05:00,2,2:26:00,21:31:00,2,NK644,NK,Spirit Airlines,22677,,
1060,,,19:05:00,3,2:26:00,21:31:00,3,NK644,NK,Spirit Airlines,22677,,
1061,,,19:05:00,4,2:26:00,21:31:00,4,NK644,NK,Spirit Airlines,22677,,
1062,,,21:59:00,4,2:26:00,0:25:00,5,NK1024,NK,Spirit Airlines,22677,,
1063,,,21:59:00,3,2:26:00,0:25:00,4,NK1024,NK,Spirit Airlines,22677,,
1064,,,21:59:00,0,2:26:00,0:25:00,1,NK1024,NK,Spirit Airlines,22677,,
1065,,,8:00:00,3,2:26:00,10:26:00,3,NK1359,NK,Spirit Airlines,22677,,
1066,,,21:59:00,2,2:26:00,0:25:00,3,NK1024,NK,Spirit Airlines,22677,,
1067,,,21:59:00,1,2:26:00,0:25:00,2,NK1024,NK,Spirit Airlines,22677,,
1068,,,8:00:00,0,2:26:00,10:26:00,0,NK1359,NK,Spirit Airlines,26327,,
1069,,,19:05:00,1,2:26:00,21:31:00,1,NK644,NK,Spirit Airlines,26327,,
1070,,,8:00:00,4,2:26:00,10:26:00,4,NK1359,NK,Spirit Airlines,26327,,
1071,,,8:00:00,6,2:26:00,10:26:00,6,NK1359,NK,Spirit Airlines,26327,,
1072,,,8:00:00,2,2:26:00,10:26:00,2,NK1359,NK,Spirit Airlines,26327,,
1073,,,8:00:00,5,2:26:00,10:26:00,5,NK1359,NK,Spirit Airlines,26327,,
1074,,,8:00:00,1,2:26:00,10:26:00,1,NK1359,NK,Spirit Airlines,26327,,
1075,,,8:49:00,4,2:23:00,11:12:00,4,UA2242,UA,United Airlines,28471,36592,
1076,,,12:55:00,4,2:24:00,15:19:00,4,UA2406,UA,United Airlines,28471,36592,
1077,,,10:39:00,4,2:26:00,13:05:00,4,UA490,UA,United Airlines,28471,36592,
1078,,,21:32:00,5,2:27:00,23:59:00,5,UA1963,UA,United Airlines,28471,36592,
1079,,,21:32:00,4,2:27:00,23:59:00,4,UA1963,UA,United Airlines,28471,36592,
1080,,,8:30:00,2,13:40:00,22:10:00,2,AY5752,AY,Finnair,70638,,400853
1081,,,8:30:00,3,13:40:00,22:10:00,3,AY5752,AY,Finnair,70741,,400853
1082,,,21:15:00,5,13:45:00,11:00:00,6,AY5536,AY,Finnair,70741,270188,
1083,,,17:05:00,5,13:45:00,6:50:00,6,AY5534,AY,Finnair,70741,,
1084,,,17:05:00,6,13:45:00,6:50:00,0,AY5534,AY,Finnair,70741,270188,410944
1085,,,21:15:00,4,13:50:00,11:05:00,5,AY5748,AY,Finnair,70741,,
1086,,,17:00:00,2,13:50:00,6:50:00,3,AY5760,AY,Finnair,70741,,
1087,,,17:00:00,3,13:50:00,6:50:00,4,AY5760,AY,Finnair,70741,,400853
1088,,,19:05:00,3,13:55:00,9:00:00,4,AY5788,AY,Finnair,70741,,
1089,,,19:05:00,0,13:55:00,9:00:00,1,AY5788,AY,Finnair,70741,,412311
1090,,,17:05:00,5,13:45:00,6:50:00,6,IB7450,IB,Iberia Airways,72110,,412506
1091,,,17:05:00,4,13:45:00,6:50:00,5,AY5534,AY,Finnair,81536,,
1092,,,17:05:00,3,13:45:00,6:50:00,4,AY5534,AY,Finnair,81916,,
1093,,,21:05:00,0,14:15:00,11:20:00,1,UA938,UA,United Airlines,84282,,
1094,,,16:30:00,6,14:15:00,6:45:00,0,UA958,UA,United Airlines,84282,,
1095,,,18:15:00,0,14:15:00,8:30:00,1,UA931,UA,United Airlines,84282,171397,
1096,,,18:45:00,6,14:15:00,9:00:00,0,UA931,UA,United Airlines,84282,,
1097,,,16:30:00,0,14:15:00,6:45:00,1,UA958,UA,United Airlines,84282,,
1098,,,21:15:00,3,13:50:00,11:05:00,4,AY5748,AY,Finnair,100580,,
1099,,,18:25:00,6,15:05:00,9:30:00,0,UA987,UA,United Airlines,111318,187094,644153
1100,,,18:20:00,5,15:05:00,9:25:00,6,IB4616,IB,Iberia Airways,118445,,
1101,,,18:25:00,5,15:05:00,9:30:00,6,LH9335,LH,Lufthansa,130453,,810840
1102,,,18:20:00,2,15:05:00,9:25:00,3,IB4616,IB,Iberia Airways,132038,,629781
1103,,,18:20:00,0,15:05:00,9:25:00,1,IB4616,IB,Iberia Airways,132910,230016,531817
1104,,,18:20:00,1,15:05:00,9:25:00,2,IB4616,IB,Iberia Airways,134711,,
1105,,,17:45:00,0,15:00:00,8:45:00,1,DL8417,DL,Delta Airlines,136056,244609,614637
1106,,,18:20:00,3,15:05:00,9:25:00,4,IB4616,IB,Iberia Airways,136304,,
1107,,,17:45:00,6,15:00:00,8:45:00,0,DL8417,DL,Delta Airlines,136517,248205,623783
1108,,,18:25:00,6,15:05:00,9:30:00,0,UA987,UA,United Airlines,136926,187094,644153
1109,,,18:25:00,6,15:05:00,9:30:00,0,LH9335,LH,Lufthansa,136987,187094,
1110,,,17:45:00,6,15:00:00,8:45:00,0,AF153,AF,Air France,137861,267619,622647
1111,,,18:25:00,6,15:05:00,9:30:00,0,SN9107,SN,Brussels Airlines,138766,,
1112,,,17:45:00,4,15:00:00,8:45:00,5,DL8417,DL,Delta Airlines,140906,266714,
