,,,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
0,,,8:00:00,2,2:10:00,10:10:00,2,G8334,G8,Go First,4589,,
1,,,10:55:00,2,2:15:00,13:10:00,2,G8338,G8,Go First,4589,,
2,,,19:45:00,2,2:15:00,22:00:00,2,G8346,G8,Go First,4589,,
3,,,20:50:00,2,2:15:00,23:05:00,2,G8330,G8,Go First,4589,,
4,,,7:20:00,5,2:15:00,9:35:00,5,SG8701,SG,SpiceJet,4813,,
5,,,19:45:00,5,2:15:00,22:00:00,5,SG8169,SG,SpiceJet,4882,,
6,,,19:45:00,6,2:15:00,22:00:00,6,SG8169,SG,SpiceJet,4882,,
7,,,21:40:00,2,2:15:00,23:55:00,2,SG711,SG,SpiceJet,4882,,
8,,,21:40:00,5,2:15:00,23:55:00,5,SG711,SG,SpiceJet,4882,,
9,,,7:20:00,4,2:15:00,9:35:00,4,SG8701,SG,SpiceJet,4882,,
10,,,21:40:00,6,2:15:00,23:55:00,6,SG711,SG,SpiceJet,4882,,
11,,,7:20:00,3,2:15:00,9:35:00,3,SG8701,SG,SpiceJet,4882,,
12,,,19:45:00,2,2:15:00,22:00:00,2,SG8169,SG,SpiceJet,4882,,
13,,,19:00:00,3,2:10:00,21:10:00,3,SG8709,SG,SpiceJet,4940,,
14,,,19:00:00,6,2:10:00,21:10:00,6,SG8709,SG,SpiceJet,4940,,
15,,,7:20:00,6,2:15:00,9:35:00,6,SG8701,SG,SpiceJet,4940,,
16,,,21:40:00,3,2:15:00,23:55:00,3,SG711,SG,SpiceJet,4940,,
17,,,19:45:00,3,2:15:00,22:00:00,3,SG8169,SG,SpiceJet,4940,,
18,,,20:50:00,4,2:15:00,23:05:00,4,G8330,G8,Go First,5054,,
19,,,14:30:00,1,2:10:00,16:40:00,1,G8336,G8,Go First,5055,,
20,,,14:30:00,4,2:10:00,16:40:00,4,G8336,G8,Go First,5055,,
21,,,22:45:00,4,2:15:00,1:00:00,5,G8354,G8,Go First,5055,,
22,,,18:20:00,6,2:15:00,20:35:00,6,G8323,G8,Go First,5055,,
23,,,20:50:00,1,2:15:00,23:05:00,1,G8330,G8,Go First,5055,,
24,,,20:50:00,5,2:15:00,23:05:00,5,G8330,G8,Go First,5055,,
25,,,6:05:00,1,2:50:00,8:55:00,1,SG191,SG,SpiceJet,6353,,
26,,,8:10:00,6,2:30:00,10:40:00,6,I5740,I5,AirAsia India,7026,,
27,,,8:10:00,5,2:30:00,10:40:00,5,I5740,I5,AirAsia India,7026,,
28,,,8:10:00,1,2:30:00,10:40:00,1,I5740,I5,AirAsia India,7026,,
29,,,21:40:00,0,2:50:00,0:30:00,1,I51732,I5,AirAsia India,7026,,
30,,,21:40:00,1,2:50:00,0:30:00,2,I51732,I5,AirAsia India,7026,,
31,,,18:45:00,1,2:55:00,21:40:00,1,I5857,I5,AirAsia India,7026,,
32,,,20:30:00,0,2:55:00,23:25:00,0,G8119,G8,Go First,7105,,
33,,,5:50:00,1,2:45:00,8:35:00,1,G8113,G8,Go First,7106,,
34,,,5:50:00,6,2:45:00,8:35:00,6,G8113,G8,Go First,7106,,
35,,,5:50:00,0,2:45:00,8:35:00,0,G8113,G8,Go First,7106,,
36,,,5:50:00,4,2:45:00,8:35:00,4,G8113,G8,Go First,7106,,
37,,,20:30:00,1,2:55:00,23:25:00,1,G8119,G8,Go First,7106,,
38,,,8:10:00,4,2:30:00,10:40:00,4,I5740,I5,AirAsia India,7202,,
39,,,21:40:00,4,2:50:00,0:30:00,5,I51732,I5,AirAsia India,7203,,
40,,,20:00:00,1,2:30:00,22:30:00,1,SG537,SG,SpiceJet,8380,,
41,,,20:30:00,6,2:55:00,23:25:00,6,G8119,G8,Go First,8483,,
42,,,6:05:00,4,2:50:00,8:55:00,4,SG191,SG,SpiceJet,8484,,
43,,,9:35:00,5,2:50:00,12:25:00,5,I51529,I5,AirAsia India,8590,,
44,,,9:35:00,6,2:50:00,12:25:00,6,I51529,I5,AirAsia India,8590,,
45,,,18:45:00,6,2:55:00,21:40:00,6,I5857,I5,AirAsia India,8590,,
46,,,18:45:00,4,2:55:00,21:40:00,4,I5857,I5,AirAsia India,8590,,
47,,,18:45:00,0,2:55:00,21:40:00,0,I5857,I5,AirAsia India,8591,,
48,,,20:30:00,5,2:55:00,23:25:00,5,G8119,G8,Go First,11038,,
49,,,13:45:00,1,2:50:00,16:35:00,1,UK839,UK,Vistara,10462,11891,
50,,,19:55:00,1,2:50:00,22:45:00,1,UK835,UK,Vistara,10462,11891,
51,,,8:45:00,3,2:40:00,11:25:00,3,SG8207,SG,SpiceJet,10644,,
52,,,8:45:00,4,2:40:00,11:25:00,4,SG8207,SG,SpiceJet,10644,,
53,,,8:45:00,5,2:40:00,11:25:00,5,SG8207,SG,SpiceJet,10644,,
54,,,8:45:00,6,2:40:00,11:25:00,6,SG8207,SG,SpiceJet,10644,,
55,,,18:25:00,4,2:45:00,21:10:00,4,SG8103,SG,SpiceJet,10644,,
56,,,18:25:00,5,2:45:00,21:10:00,5,SG8103,SG,SpiceJet,10644,,
57,,,18:25:00,1,2:45:00,21:10:00,1,SG8103,SG,SpiceJet,10644,,
58,,,19:55:00,2,2:50:00,22:45:00,2,UK835,UK,Vistara,10644,11891,30449
59,,,13:45:00,2,2:50:00,16:35:00,2,UK839,UK,Vistara,10644,13090,
60,,,7:00:00,6,2:50:00,9:50:00,6,UK833,UK,Vistara,10644,11891,
61,,,7:00:00,5,2:50:00,9:50:00,5,UK833,UK,Vistara,10644,13090,30449
62,,,13:45:00,4,2:50:00,16:35:00,4,UK839,UK,Vistara,10644,16386,30609
63,,,13:45:00,5,2:50:00,16:35:00,5,UK839,UK,Vistara,10644,11891,30449
64,,,20:40:00,2,2:55:00,23:35:00,2,AI540,AI,Air India,10646,,30622
65,,,9:45:00,0,2:55:00,12:40:00,0,AI429,AI,Air India,10646,,30622
66,,,20:40:00,6,2:55:00,23:35:00,6,AI540,AI,Air India,10646,,
67,,,20:40:00,4,2:55:00,23:35:00,4,AI540,AI,Air India,10646,,
68,,,20:40:00,5,2:55:00,23:35:00,5,AI540,AI,Air India,10646,,
69,,,20:40:00,0,2:55:00,23:35:00,0,AI540,AI,Air India,10646,,30622
70,,,20:40:00,1,2:55:00,23:35:00,1,AI540,AI,Air India,10646,,30622
71,,,9:45:00,3,2:55:00,12:40:00,3,AI429,AI,Air India,10646,,
72,,,9:45:00,1,2:55:00,12:40:00,1,AI429,AI,Air India,10646,,
73,,,9:45:00,2,2:55:00,12:40:00,2,AI429,AI,Air India,10646,,
74,,,4:55:00,0,3:20:00,8:15:00,0,AI833,AI,Air India,11740,,33138
75,,,15:55:00,0,3:15:00,19:10:00,0,UK885,UK,Vistara,11767,14288,33150
76,,,5:30:00,5,3:10:00,8:40:00,5,UK883,UK,Vistara,11949,14288,37281
77,,,5:30:00,6,3:10:00,8:40:00,6,UK883,UK,Vistara,11949,14288,49863
78,,,5:30:00,3,3:10:00,8:40:00,3,UK883,UK,Vistara,11949,14288,49863
79,,,5:30:00,1,3:10:00,8:40:00,1,UK883,UK,Vistara,11949,16565,32966
80,,,4:55:00,2,3:20:00,8:15:00,2,AI833,AI,Air India,11951,,33138
81,,,4:55:00,6,3:20:00,8:15:00,6,AI833,AI,Air India,11951,,33138
82,,,4:55:00,1,3:20:00,8:15:00,1,AI833,AI,Air India,11951,,33138
83,,,4:55:00,5,3:20:00,8:15:00,5,AI833,AI,Air India,11951,,33138
84,,,4:55:00,4,3:20:00,8:15:00,4,AI833,AI,Air India,11951,,33138
85,,,4:55:00,3,3:20:00,8:15:00,3,AI833,AI,Air India,11951,,33138
86,,,5:50:00,5,3:05:00,8:55:00,5,6E6034,6E,IndiGo,12345,,
87,,,5:50:00,2,3:05:00,8:55:00,2,6E6034,6E,IndiGo,12345,,
88,,,5:50:00,0,3:05:00,8:55:00,0,6E6034,6E,IndiGo,12345,,
89,,,5:50:00,1,3:05:00,8:55:00,1,6E6034,6E,IndiGo,12345,,
90,,,5:50:00,3,3:05:00,8:55:00,3,6E6034,6E,IndiGo,12345,,
91,,,5:50:00,6,3:05:00,8:55:00,6,6E6034,6E,IndiGo,12345,,
92,,,5:50:00,4,3:05:00,8:55:00,4,6E6034,6E,IndiGo,12345,,
93,,,17:55:00,3,3:10:00,21:05:00,3,6E359,6E,IndiGo,12345,,
94,,,17:55:00,0,3:10:00,21:05:00,0,6E359,6E,IndiGo,12345,,
95,,,17:55:00,1,3:10:00,21:05:00,1,6E359,6E,IndiGo,12345,,
96,,,14:55:00,0,3:15:00,18:10:00,0,I5549,I5,AirAsia India,12346,,
97,,,14:55:00,3,3:15:00,18:10:00,3,I5549,I5,AirAsia India,12346,,
98,,,14:55:00,1,3:15:00,18:10:00,1,I5549,I5,AirAsia India,12346,,
99,,,21:55:00,6,2:20:00,0:15:00,0,SG162,SG,SpiceJet,6661,,
100,,,21:55:00,5,2:20:00,0:15:00,6,SG162,SG,SpiceJet,6661,,
101,,,5:45:00,5,2:00:00,7:45:00,5,G8423,G8,Go First,6979,,
102,,,5:45:00,6,2:00:00,7:45:00,6,G8423,G8,Go First,6979,,
103,,,18:55:00,6,2:10:00,21:05:00,6,G8422,G8,Go First,6979,,
104,,,18:55:00,5,2:10:00,21:05:00,5,G8422,G8,Go First,7502,,
105,,,7:10:00,1,2:15:00,9:25:00,1,AI560,AI,Air India,9023,,
106,,,7:20:00,3,2:05:00,9:25:00,3,UK829,UK,Vistara,9681,10933,
107,,,7:20:00,6,2:05:00,9:25:00,6,UK829,UK,Vistara,9681,11959,26375
108,,,14:45:00,2,2:15:00,17:00:00,2,UK899,UK,Vistara,9681,10760,
109,,,20:35:00,6,2:20:00,22:55:00,6,UK871,UK,Vistara,9681,10760,26375
110,,,7:10:00,5,2:15:00,9:25:00,5,AI560,AI,Air India,9781,,
111,,,7:10:00,6,2:15:00,9:25:00,6,AI560,AI,Air India,9781,,
112,,,7:20:00,4,2:05:00,9:25:00,4,UK829,UK,Vistara,9867,10933,26375
113,,,7:20:00,2,2:05:00,9:25:00,2,UK829,UK,Vistara,9867,10933,26250
114,,,21:55:00,3,2:20:00,0:15:00,4,SG162,SG,SpiceJet,9867,,
115,,,21:55:00,4,2:20:00,0:15:00,5,SG162,SG,SpiceJet,9867,,
116,,,21:55:00,1,2:20:00,0:15:00,2,SG162,SG,SpiceJet,9867,,
117,,,21:55:00,2,2:20:00,0:15:00,3,SG162,SG,SpiceJet,9867,,
118,,,9:45:00,1,2:05:00,11:50:00,1,AI542,AI,Air India,9868,,
119,,,9:45:00,4,2:05:00,11:50:00,4,AI542,AI,Air India,9868,,
120,,,21:30:00,2,2:15:00,23:45:00,2,AI839,AI,Air India,9868,,26427
121,,,7:10:00,2,2:15:00,9:25:00,2,AI560,AI,Air India,9868,,26427
122,,,7:10:00,4,2:15:00,9:25:00,4,AI560,AI,Air India,9868,,26427
123,,,20:35:00,2,2:20:00,22:55:00,2,UK871,UK,Vistara,10046,10760,
124,,,8:10:00,5,3:15:00,11:25:00,5,UK895,UK,Vistara,13546,15966,37281
125,,,8:10:00,2,3:15:00,11:25:00,2,UK895,UK,Vistara,13546,16638,69590
126,,,8:10:00,6,3:15:00,11:25:00,6,UK895,UK,Vistara,13546,15966,37281
127,,,8:10:00,0,3:15:00,11:25:00,0,UK895,UK,Vistara,13546,15966,54735
128,,,8:10:00,3,3:15:00,11:25:00,3,UK895,UK,Vistara,13546,15966,32966
129,,,8:10:00,4,3:15:00,11:25:00,4,UK895,UK,Vistara,13728,15966,59049
130,,,8:10:00,1,3:15:00,11:25:00,1,UK895,UK,Vistara,13728,15966,37281
131,,,15:00:00,3,3:15:00,18:15:00,3,AI801,AI,Air India,13731,,64344
132,,,15:00:00,5,3:15:00,18:15:00,5,AI801,AI,Air India,13731,,33738
133,,,15:00:00,4,3:15:00,18:15:00,4,AI801,AI,Air India,13731,,47626
134,,,15:00:00,2,3:15:00,18:15:00,2,AI801,AI,Air India,13731,,33138
135,,,15:00:00,1,3:15:00,18:15:00,1,AI801,AI,Air India,13731,,33138
136,,,15:00:00,0,3:15:00,18:15:00,0,AI801,AI,Air India,13928,,33138
137,,,21:35:00,6,3:15:00,0:50:00,0,6.00E+155,6E,IndiGo,14124,,
138,,,21:35:00,0,3:15:00,0:50:00,1,6.00E+155,6E,IndiGo,14124,,
139,,,21:35:00,5,3:15:00,0:50:00,6,6.00E+155,6E,IndiGo,14124,,
140,,,21:35:00,2,3:15:00,0:50:00,3,6.00E+155,6E,IndiGo,14124,,
141,,,21:35:00,1,3:15:00,0:50:00,2,6.00E+155,6E,IndiGo,14124,,
142,,,21:35:00,3,3:15:00,0:50:00,4,6.00E+155,6E,IndiGo,14124,,
143,,,21:35:00,4,3:15:00,0:50:00,5,6.00E+155,6E,IndiGo,14481,,
144,,,15:00:00,6,3:15:00,18:15:00,6,AI801,AI,Air India,15036,,33738
145,,,5:30:00,1,2:10:00,7:40:00,1,G8101,G8,Go First,5218,,
146,,,7:00:00,6,2:05:00,9:05:00,6,SG8263,SG,SpiceJet,5424,,
147,,,5:30:00,6,2:10:00,7:40:00,6,G8101,G8,Go First,5607,,
148,,,7:00:00,1,2:05:00,9:05:00,1,SG8263,SG,SpiceJet,6280,,
149,,,19:30:00,3,2:25:00,21:55:00,3,SG8254,SG,SpiceJet,6280,,
150,,,19:30:00,6,2:25:00,21:55:00,6,SG8254,SG,SpiceJet,6300,,
151,,,5:30:00,3,2:10:00,7:40:00,3,G8101,G8,Go First,6499,,
152,,,19:30:00,1,2:25:00,21:55:00,1,SG8254,SG,SpiceJet,6580,,
153,,,20:15:00,0,2:10:00,22:25:00,0,AI762,AI,Air India,8709,,30742
154,,,7:00:00,4,2:05:00,9:05:00,4,SG8263,SG,SpiceJet,8824,,
155,,,7:00:00,2,2:05:00,9:05:00,2,SG8263,SG,SpiceJet,8824,,
156,,,19:30:00,2,2:25:00,21:55:00,2,SG8254,SG,SpiceJet,8824,,
157,,,17:30:00,4,2:05:00,19:35:00,4,UK707,UK,Vistara,9344,,
158,,,7:30:00,3,2:05:00,9:35:00,3,UK705,UK,Vistara,9344,10931,
159,,,6:15:00,3,2:05:00,8:20:00,3,UK747,UK,Vistara,9344,10931,
160,,,7:30:00,4,2:05:00,9:35:00,4,UK705,UK,Vistara,9344,10931,
161,,,17:30:00,3,2:05:00,19:35:00,3,UK707,UK,Vistara,9344,11050,
162,,,7:30:00,5,2:05:00,9:35:00,5,UK705,UK,Vistara,9344,10758,30570
163,,,6:15:00,4,2:05:00,8:20:00,4,UK747,UK,Vistara,9344,10758,
164,,,15:55:00,4,2:10:00,18:05:00,4,UK737,UK,Vistara,9344,10878,
165,,,20:30:00,5,2:15:00,22:45:00,5,UK727,UK,Vistara,9344,10638,30570
166,,,6:15:00,5,2:05:00,8:20:00,5,UK747,UK,Vistara,9523,10758,30570
167,,,17:30:00,5,2:05:00,19:35:00,5,UK707,UK,Vistara,9523,10878,
168,,,15:55:00,5,2:10:00,18:05:00,5,UK737,UK,Vistara,9523,10878,
169,,,20:30:00,3,2:15:00,22:45:00,3,UK727,UK,Vistara,9523,10811,
170,,,5:45:00,5,1:40:00,7:25:00,5,SG8913,SG,SpiceJet,4745,,
171,,,17:05:00,5,1:20:00,18:25:00,5,G8717,G8,Go First,5100,,
172,,,5:20:00,5,1:35:00,6:55:00,5,G8719,G8,Go First,5100,,
173,,,20:20:00,5,1:35:00,21:55:00,5,G8713,G8,Go First,5100,,
174,,,18:10:00,5,1:30:00,19:40:00,5,SG921,SG,SpiceJet,5653,,
175,,,5:45:00,3,1:40:00,7:25:00,3,SG8913,SG,SpiceJet,7192,,
176,,,5:45:00,6,1:40:00,7:25:00,6,SG8913,SG,SpiceJet,7192,,
177,,,6:30:00,3,1:25:00,7:55:00,3,UK959,UK,Vistara,7712,9075,21881
178,,,21:20:00,3,1:40:00,23:00:00,3,UK929,UK,Vistara,7712,10034,20383
179,,,21:20:00,1,1:40:00,23:00:00,1,UK929,UK,Vistara,7712,10034,24697
180,,,18:10:00,2,1:45:00,19:55:00,2,UK969,UK,Vistara,7712,10034,26195
181,,,19:00:00,5,1:35:00,20:35:00,5,AI531,AI,Air India,7825,,22593
182,,,6:30:00,5,1:25:00,7:55:00,5,UK959,UK,Vistara,7891,9075,23798
183,,,6:30:00,2,1:25:00,7:55:00,2,UK959,UK,Vistara,7891,9075,26195
184,,,6:30:00,4,1:25:00,7:55:00,4,UK959,UK,Vistara,7891,9075,
185,,,18:10:00,0,1:30:00,19:40:00,0,SG921,SG,SpiceJet,7891,,
186,,,18:10:00,3,1:30:00,19:40:00,3,SG921,SG,SpiceJet,7891,,
187,,,18:10:00,2,1:30:00,19:40:00,2,SG921,SG,SpiceJet,7891,,
188,,,21:20:00,2,1:40:00,23:00:00,2,UK929,UK,Vistara,7891,10034,24697
189,,,21:20:00,0,1:40:00,23:00:00,0,UK929,UK,Vistara,7891,10034,24697
190,,,21:20:00,5,1:40:00,23:00:00,5,UK929,UK,Vistara,7891,10034,22300
191,,,18:10:00,0,1:45:00,19:55:00,0,UK969,UK,Vistara,7891,12851,22030
192,,,18:10:00,3,1:45:00,19:55:00,3,UK969,UK,Vistara,7891,10034,21881
193,,,19:00:00,2,1:35:00,20:35:00,2,AI531,AI,Air India,7894,,21993
194,,,19:00:00,4,1:35:00,20:35:00,4,AI531,AI,Air India,7894,,22905
195,,,17:10:00,1,3:10:00,20:20:00,1,6E5913,6E,IndiGo,10184,,
196,,,5:45:00,0,3:05:00,8:50:00,0,AI425,AI,Air India,10473,,27558
197,,,5:45:00,2,3:05:00,8:50:00,2,AI425,AI,Air India,10473,,27558
198,,,5:45:00,4,4:25:00,10:10:00,4,AI425,AI,Air India,10473,,
199,,,5:45:00,1,4:25:00,10:10:00,1,AI425,AI,Air India,10473,,
200,,,5:45:00,5,3:05:00,8:50:00,5,AI425,AI,Air India,11197,,27558
201,,,5:45:00,6,4:25:00,10:10:00,6,AI425,AI,Air India,11197,,
202,,,5:45:00,3,4:25:00,10:10:00,3,AI425,AI,Air India,11366,,
203,,,17:10:00,2,3:10:00,20:20:00,2,6E5913,6E,IndiGo,11512,,
204,,,17:10:00,0,3:10:00,20:20:00,0,6E5913,6E,IndiGo,11512,,
205,,,17:10:00,6,3:10:00,20:20:00,6,6E5913,6E,IndiGo,12237,,
206,,,17:10:00,5,3:10:00,20:20:00,5,6E5913,6E,IndiGo,12237,,
207,,,17:10:00,3,3:10:00,20:20:00,3,6E5913,6E,IndiGo,13081,,
208,,,17:10:00,4,3:10:00,20:20:00,4,6E5913,6E,IndiGo,19119,,
209,,,20:00:00,5,1:15:00,21:15:00,5,SG2978,SG,SpiceJet,4354,,
210,,,20:00:00,0,1:15:00,21:15:00,0,SG2978,SG,SpiceJet,4354,,
211,,,20:00:00,6,1:15:00,21:15:00,6,SG2978,SG,SpiceJet,4354,,
212,,,20:00:00,1,1:15:00,21:15:00,1,SG2978,SG,SpiceJet,4354,,
213,,,21:05:00,1,0:50:00,21:55:00,1,6E698,6E,IndiGo,4751,,
214,,,13:00:00,5,0:50:00,13:50:00,5,6.00E+212,6E,IndiGo,4751,,
215,,,13:00:00,2,0:50:00,13:50:00,2,6.00E+212,6E,IndiGo,4751,,
216,,,21:05:00,2,0:50:00,21:55:00,2,6E698,6E,IndiGo,4751,,
217,,,13:00:00,3,0:50:00,13:50:00,3,6.00E+212,6E,IndiGo,4751,,
218,,,21:05:00,6,0:50:00,21:55:00,6,6E698,6E,IndiGo,4751,,
219,,,21:05:00,5,0:50:00,21:55:00,5,6E698,6E,IndiGo,4751,,
220,,,13:00:00,4,0:50:00,13:50:00,4,6.00E+212,6E,IndiGo,4751,,
221,,,21:05:00,3,0:50:00,21:55:00,3,6E698,6E,IndiGo,4751,,
222,,,13:00:00,1,0:50:00,13:50:00,1,6.00E+212,6E,IndiGo,4751,,
223,,,21:05:00,4,0:50:00,21:55:00,4,6E698,6E,IndiGo,4751,,
224,,,13:00:00,6,0:50:00,13:50:00,6,6.00E+212,6E,IndiGo,4751,,
225,,,8:30:00,4,0:55:00,9:25:00,4,6E2175,6E,IndiGo,4751,,
226,,,8:30:00,6,0:55:00,9:25:00,6,6E2175,6E,IndiGo,4751,,
227,,,8:30:00,3,0:55:00,9:25:00,3,6E2175,6E,IndiGo,4751,,
228,,,8:30:00,2,0:55:00,9:25:00,2,6E2175,6E,IndiGo,4751,,
229,,,8:30:00,1,0:55:00,9:25:00,1,6E2175,6E,IndiGo,4751,,
230,,,8:30:00,5,0:55:00,9:25:00,5,6E2175,6E,IndiGo,4751,,
231,,,7:20:00,4,1:00:00,8:20:00,4,6E7403,6E,IndiGo,4751,,
232,,,7:20:00,2,1:00:00,8:20:00,2,6E7403,6E,IndiGo,4751,,
233,,,7:20:00,1,1:00:00,8:20:00,1,6E7403,6E,IndiGo,4751,,
234,,,15:10:00,5,2:30:00,17:40:00,5,SG957,SG,SpiceJet,6059,,
235,,,12:05:00,5,2:20:00,14:25:00,5,SG8171,SG,SpiceJet,6118,,
236,,,10:40:00,5,2:35:00,13:15:00,5,I5552,I5,AirAsia India,7161,,
237,,,10:50:00,5,2:40:00,13:30:00,5,G8286,G8,Go First,7756,,
238,,,9:00:00,5,2:35:00,11:35:00,5,SG8211,SG,SpiceJet,8361,,
239,,,15:10:00,1,2:30:00,17:40:00,1,SG957,SG,SpiceJet,9986,,
240,,,15:10:00,0,2:30:00,17:40:00,0,SG957,SG,SpiceJet,9986,,
241,,,15:10:00,6,2:30:00,17:40:00,6,SG957,SG,SpiceJet,9986,,
242,,,22:00:00,0,2:40:00,0:40:00,1,AI883,AI,Air India,9989,,33199
243,,,11:10:00,0,2:40:00,13:50:00,0,UK847,UK,Vistara,10647,12670,37340
244,,,11:10:00,5,2:40:00,13:50:00,5,UK847,UK,Vistara,10647,12670,37340
245,,,11:10:00,1,2:40:00,13:50:00,1,UK847,UK,Vistara,10647,13989,61249
246,,,18:40:00,1,2:40:00,21:20:00,1,UK855,UK,Vistara,10647,12011,45070
247,,,18:40:00,5,2:40:00,21:20:00,5,UK855,UK,Vistara,10647,12011,37340
248,,,18:40:00,0,2:40:00,21:20:00,0,UK855,UK,Vistara,10647,12011,37340
249,,,22:00:00,5,2:40:00,0:40:00,6,AI883,AI,Air India,10738,,33199
250,,,10:45:00,5,2:50:00,13:35:00,5,AI885,AI,Air India,10738,,
251,,,18:40:00,2,2:40:00,21:20:00,2,UK855,UK,Vistara,10833,12011,45070
252,,,22:00:00,1,2:40:00,0:40:00,2,AI883,AI,Air India,10835,,33199
253,,,22:00:00,4,2:40:00,0:40:00,5,AI883,AI,Air India,10835,,33199
254,,,22:00:00,3,2:40:00,0:40:00,4,AI883,AI,Air India,10835,,33200
255,,,22:00:00,2,2:40:00,0:40:00,3,AI883,AI,Air India,10835,,33199
256,,,13:35:00,3,1:10:00,14:45:00,3,UK641,UK,Vistara,6546,8596,18885
257,,,13:35:00,6,1:10:00,14:45:00,6,UK641,UK,Vistara,6546,8596,18885
258,,,13:35:00,0,1:10:00,14:45:00,0,UK641,UK,Vistara,6546,8596,18885
259,,,13:35:00,2,1:10:00,14:45:00,2,UK641,UK,Vistara,6729,8596,18885
260,,,13:35:00,5,1:10:00,14:45:00,5,UK641,UK,Vistara,6729,8596,18885
261,,,13:35:00,4,1:10:00,14:45:00,4,UK641,UK,Vistara,6729,8596,16488
262,,,13:35:00,1,1:10:00,14:45:00,1,UK641,UK,Vistara,6729,8596,14571
263,,,18:30:00,6,1:05:00,19:35:00,6,AI811,AI,Air India,6730,,15343
264,,,7:05:00,6,1:05:00,8:10:00,6,AI411,AI,Air India,6730,,15343
265,,,18:30:00,4,1:05:00,19:35:00,4,AI811,AI,Air India,6730,,22488
266,,,18:30:00,3,1:05:00,19:35:00,3,AI811,AI,Air India,6730,,14743
267,,,12:20:00,3,1:05:00,13:25:00,3,AI431,AI,Air India,6730,,14743
268,,,12:20:00,6,1:05:00,13:25:00,6,AI431,AI,Air India,6730,,15343
269,,,18:30:00,5,1:05:00,19:35:00,5,AI811,AI,Air India,6730,,15343
270,,,7:05:00,2,1:05:00,8:10:00,2,AI411,AI,Air India,6730,,14743
271,,,12:20:00,2,1:05:00,13:25:00,2,AI431,AI,Air India,6730,,14743
272,,,12:20:00,4,1:05:00,13:25:00,4,AI431,AI,Air India,6730,,14743
273,,,18:30:00,0,1:05:00,19:35:00,0,AI811,AI,Air India,6730,,14743
274,,,7:05:00,4,1:05:00,8:10:00,4,AI411,AI,Air India,6730,,14743
275,,,12:20:00,0,1:05:00,13:25:00,0,AI431,AI,Air India,6730,,28422
276,,,12:20:00,1,1:05:00,13:25:00,1,AI431,AI,Air India,6730,,14743
277,,,12:20:00,5,1:05:00,13:25:00,5,AI431,AI,Air India,6730,,15343
278,,,18:30:00,2,1:05:00,19:35:00,2,AI811,AI,Air India,6730,,14743
279,,,7:05:00,0,1:05:00,8:10:00,0,AI411,AI,Air India,7087,,15344
280,,,18:30:00,1,1:05:00,19:35:00,1,AI811,AI,Air India,7087,,
281,,,11:45:00,0,2:55:00,14:40:00,0,UK533,UK,Vistara,13306,23876,41235
282,,,11:45:00,6,2:55:00,14:40:00,6,UK533,UK,Vistara,13306,16805,
283,,,11:45:00,5,2:55:00,14:40:00,5,UK533,UK,Vistara,13485,16805,78327
284,,,11:45:00,3,2:55:00,14:40:00,3,UK533,UK,Vistara,13485,16805,36921
285,,,11:45:00,1,2:55:00,14:40:00,1,UK533,UK,Vistara,13485,16805,36921
286,,,9:45:00,2,4:40:00,14:25:00,2,AI429,AI,Air India,13488,,
287,,,9:45:00,1,4:40:00,14:25:00,1,AI429,AI,Air India,13488,,
288,,,9:45:00,0,4:40:00,14:25:00,0,AI429,AI,Air India,13488,,
289,,,9:45:00,3,4:40:00,14:25:00,3,AI429,AI,Air India,13488,,
290,,,18:35:00,5,2:45:00,21:20:00,5,6E2185,6E,IndiGo,13874,,
291,,,18:35:00,0,2:45:00,21:20:00,0,6E2185,6E,IndiGo,13874,,
292,,,18:35:00,4,2:45:00,21:20:00,4,6E2185,6E,IndiGo,13874,,
293,,,18:35:00,1,2:45:00,21:20:00,1,6E2185,6E,IndiGo,13874,,
294,,,18:35:00,2,2:45:00,21:20:00,2,6E2185,6E,IndiGo,13874,,
295,,,18:35:00,6,2:45:00,21:20:00,6,6E2185,6E,IndiGo,13874,,
296,,,18:35:00,3,2:45:00,21:20:00,3,6E2185,6E,IndiGo,13874,,
297,,,6:10:00,4,2:50:00,9:00:00,4,6E2488,6E,IndiGo,13874,,
298,,,6:10:00,3,2:50:00,9:00:00,3,6E2488,6E,IndiGo,13874,,
299,,,6:10:00,2,2:50:00,9:00:00,2,6E2488,6E,IndiGo,13874,,
300,,,6:10:00,5,2:50:00,9:00:00,5,6E2488,6E,IndiGo,13874,,
301,,,6:10:00,6,2:50:00,9:00:00,6,6E2488,6E,IndiGo,13874,,
302,,,6:10:00,0,2:50:00,9:00:00,0,6E2488,6E,IndiGo,13874,,
303,,,11:45:00,4,2:55:00,14:40:00,4,UK533,UK,Vistara,14071,16805,68230
304,,,11:45:00,2,2:55:00,14:40:00,2,UK533,UK,Vistara,14071,16805,41235
305,,,9:45:00,4,4:40:00,14:25:00,4,AI429,AI,Air India,14770,,
306,,,20:35:00,2,2:10:00,22:45:00,2,G8275,G8,Go First,5241,,
307,,,18:25:00,2,2:10:00,20:35:00,2,G81171,G8,Go First,5241,,
308,,,18:25:00,1,2:10:00,20:35:00,1,G81171,G8,Go First,5241,,
309,,,14:55:00,1,2:15:00,17:10:00,1,G82513,G8,Go First,5241,,
310,,,9:25:00,1,2:15:00,11:40:00,1,G8173,G8,Go First,5241,,
