,,,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
2597,,,9:45:00,3,1:45:00,11:30:00,3,6E7163,6E,IndiGo,8208,,
2598,,,18:35:00,1,1:45:00,20:20:00,1,6E7103,6E,IndiGo,8208,,
2599,,,9:45:00,4,1:45:00,11:30:00,4,6E7163,6E,IndiGo,8811,,
2600,,,18:35:00,6,1:45:00,20:20:00,6,6E7103,6E,IndiGo,8811,,
2601,,,9:45:00,0,1:45:00,11:30:00,0,6E7163,6E,IndiGo,9416,,
2602,,,18:35:00,5,1:45:00,20:20:00,5,6E7103,6E,IndiGo,10020,,
2603,,,9:45:00,6,1:45:00,11:30:00,6,6E7163,6E,IndiGo,10623,,
2604,,,9:45:00,5,1:45:00,11:30:00,5,6E7163,6E,IndiGo,11348,,
2605,,,18:55:00,6,1:30:00,20:25:00,6,6E621,6E,IndiGo,5793,,
2606,,,18:55:00,3,1:30:00,20:25:00,3,6E621,6E,IndiGo,5914,,
2607,,,14:10:00,3,1:30:00,15:40:00,3,6E6915,6E,IndiGo,6035,,
2608,,,18:55:00,5,1:30:00,20:25:00,5,6E621,6E,IndiGo,6035,,
2609,,,18:55:00,2,1:30:00,20:25:00,2,6E621,6E,IndiGo,6155,,
2610,,,5:25:00,4,2:10:00,7:35:00,4,6E7271,6E,IndiGo,6155,,
2611,,,14:10:00,5,1:30:00,15:40:00,5,6E6915,6E,IndiGo,6276,,
2612,,,14:10:00,2,1:30:00,15:40:00,2,6E6915,6E,IndiGo,6276,,
2613,,,14:10:00,4,1:30:00,15:40:00,4,6E6915,6E,IndiGo,6517,,
2614,,,5:25:00,2,2:10:00,7:35:00,2,6E7271,6E,IndiGo,6517,,
2615,,,5:25:00,6,2:10:00,7:35:00,6,6E7271,6E,IndiGo,6517,,
2616,,,18:55:00,1,1:30:00,20:25:00,1,6E621,6E,IndiGo,6760,,
2617,,,18:55:00,4,1:30:00,20:25:00,4,6E621,6E,IndiGo,6760,,
2618,,,14:10:00,6,1:30:00,15:40:00,6,6E6915,6E,IndiGo,6760,,
2619,,,14:10:00,1,1:30:00,15:40:00,1,6E6915,6E,IndiGo,7001,,
2620,,,5:25:00,3,2:10:00,7:35:00,3,6E7271,6E,IndiGo,7001,,
2621,,,18:55:00,0,1:30:00,20:25:00,0,6E621,6E,IndiGo,7242,,
2622,,,5:25:00,1,2:10:00,7:35:00,1,6E7271,6E,IndiGo,7483,,
2623,,,14:10:00,0,1:30:00,15:40:00,0,6E6915,6E,IndiGo,7725,,
2624,,,5:25:00,5,2:10:00,7:35:00,5,6E7271,6E,IndiGo,8570,,
2625,,,20:50:00,4,1:50:00,22:40:00,4,6E6961,6E,IndiGo,10370,,
2626,,,20:50:00,5,1:50:00,22:40:00,5,6E6961,6E,IndiGo,10370,,
2627,,,20:50:00,6,1:50:00,22:40:00,6,6E6961,6E,IndiGo,10370,,
2628,,,14:05:00,2,1:55:00,16:00:00,2,6E425,6E,IndiGo,10370,,
2629,,,14:05:00,3,1:55:00,16:00:00,3,6E425,6E,IndiGo,10370,,
2630,,,14:05:00,6,1:55:00,16:00:00,6,6E425,6E,IndiGo,10370,,
2631,,,14:05:00,1,1:55:00,16:00:00,1,6E425,6E,IndiGo,10370,,
2632,,,14:05:00,4,1:55:00,16:00:00,4,6E425,6E,IndiGo,10370,,
2633,,,8:30:00,5,2:00:00,10:30:00,5,6E6719,6E,IndiGo,10370,,
2634,,,8:30:00,1,2:00:00,10:30:00,1,6E6719,6E,IndiGo,10370,,
2635,,,8:30:00,3,2:00:00,10:30:00,3,6E6719,6E,IndiGo,10370,,
2636,,,8:30:00,4,2:00:00,10:30:00,4,6E6719,6E,IndiGo,10370,,
2637,,,8:30:00,2,2:00:00,10:30:00,2,6E6719,6E,IndiGo,10370,,
2638,,,8:30:00,6,2:00:00,10:30:00,6,6E6719,6E,IndiGo,10370,,
2639,,,8:30:00,0,2:00:00,10:30:00,0,6E6719,6E,IndiGo,10370,,
2640,,,14:25:00,5,2:05:00,16:30:00,5,6E6472,6E,IndiGo,10370,,
2641,,,12:00:00,3,3:15:00,15:15:00,3,UK882,UK,Vistara,14049,16476,37756
2642,,,12:00:00,1,3:15:00,15:15:00,1,UK882,UK,Vistara,14049,16476,37756
2643,,,12:00:00,0,3:15:00,15:15:00,0,UK882,UK,Vistara,14231,16476,35358
2644,,,12:00:00,5,3:15:00,15:15:00,5,UK882,UK,Vistara,14231,16476,52244
2645,,,18:55:00,2,3:15:00,22:10:00,2,AI802,AI,Air India,14233,,33613
2646,,,18:55:00,5,3:15:00,22:10:00,5,AI802,AI,Air India,14233,,48700
2647,,,18:55:00,1,3:15:00,22:10:00,1,AI802,AI,Air India,14233,,33613
2648,,,18:55:00,3,3:15:00,22:10:00,3,AI802,AI,Air India,14233,,33613
2649,,,18:55:00,0,3:15:00,22:10:00,0,AI802,AI,Air India,14233,,33613
2650,,,6:40:00,4,3:10:00,9:50:00,4,6E2335,6E,IndiGo,14626,,
2651,,,6:40:00,1,3:10:00,9:50:00,1,6E2335,6E,IndiGo,14626,,
2652,,,6:40:00,0,3:10:00,9:50:00,0,6E2335,6E,IndiGo,14626,,
2653,,,6:40:00,5,3:10:00,9:50:00,5,6E2335,6E,IndiGo,14626,,
2654,,,6:40:00,3,3:10:00,9:50:00,3,6E2335,6E,IndiGo,14626,,
2655,,,6:40:00,2,3:10:00,9:50:00,2,6E2335,6E,IndiGo,14626,,
2656,,,6:40:00,6,3:10:00,9:50:00,6,6E2335,6E,IndiGo,14626,,
2657,,,12:00:00,4,3:15:00,15:15:00,4,UK882,UK,Vistara,14826,16476,37756
2658,,,12:00:00,2,3:15:00,15:15:00,2,UK882,UK,Vistara,14826,16476,37756
2659,,,18:55:00,4,3:15:00,22:10:00,4,AI802,AI,Air India,14997,,48700
2660,,,18:55:00,6,3:15:00,22:10:00,6,AI802,AI,Air India,15538,,55981
2661,,,12:00:00,6,3:15:00,15:15:00,6,UK882,UK,Vistara,15593,17880,59524
2662,,,20:35:00,4,2:05:00,22:40:00,4,AI668,AI,Air India,10198,,
2663,,,20:35:00,3,2:05:00,22:40:00,3,AI668,AI,Air India,10198,,
2664,,,20:35:00,6,2:05:00,22:40:00,6,AI668,AI,Air India,10198,,
2665,,,20:35:00,5,2:05:00,22:40:00,5,AI668,AI,Air India,10198,,
2666,,,20:35:00,1,2:05:00,22:40:00,1,AI668,AI,Air India,10198,,
2667,,,20:35:00,0,2:05:00,22:40:00,0,AI668,AI,Air India,10198,,
2668,,,20:35:00,2,2:05:00,22:40:00,2,AI668,AI,Air India,10198,,
2669,,,5:00:00,6,2:10:00,7:10:00,6,6E5301,6E,IndiGo,10592,,
2670,,,5:00:00,4,2:10:00,7:10:00,4,6E5301,6E,IndiGo,10592,,
2671,,,5:00:00,2,2:10:00,7:10:00,2,6E5301,6E,IndiGo,10592,,
2672,,,12:40:00,4,2:10:00,14:50:00,4,6E5335,6E,IndiGo,10592,,
2673,,,5:00:00,3,2:10:00,7:10:00,3,6E5301,6E,IndiGo,10592,,
2674,,,12:40:00,3,2:10:00,14:50:00,3,6E5335,6E,IndiGo,10592,,
2675,,,12:40:00,0,2:10:00,14:50:00,0,6E5335,6E,IndiGo,10592,,
2676,,,12:40:00,2,2:10:00,14:50:00,2,6E5335,6E,IndiGo,10592,,
2677,,,12:40:00,1,2:10:00,14:50:00,1,6E5335,6E,IndiGo,10592,,
2678,,,12:40:00,6,2:10:00,14:50:00,6,6E5335,6E,IndiGo,14033,,
2679,,,12:40:00,5,2:10:00,14:50:00,5,6E5335,6E,IndiGo,14033,,
2680,,,7:40:00,6,1:05:00,8:45:00,6,6E6501,6E,IndiGo,7491,,
2681,,,7:40:00,1,1:05:00,8:45:00,1,6E6501,6E,IndiGo,7491,,
2682,,,7:40:00,5,1:05:00,8:45:00,5,6E6501,6E,IndiGo,7491,,
2683,,,7:40:00,3,1:05:00,8:45:00,3,6E6501,6E,IndiGo,7491,,
2684,,,7:40:00,4,1:05:00,8:45:00,4,6E6501,6E,IndiGo,7491,,
2685,,,13:20:00,5,1:15:00,14:35:00,5,6E6231,6E,IndiGo,7491,,
2686,,,13:20:00,3,1:15:00,14:35:00,3,6E6231,6E,IndiGo,7491,,
2687,,,13:20:00,2,1:15:00,14:35:00,2,6E6231,6E,IndiGo,7491,,
2688,,,13:20:00,4,1:15:00,14:35:00,4,6E6231,6E,IndiGo,7491,,
2689,,,13:20:00,1,1:15:00,14:35:00,1,6E6231,6E,IndiGo,7491,,
2690,,,18:00:00,5,1:20:00,19:20:00,5,6E691,6E,IndiGo,7491,,
2691,,,18:00:00,3,1:20:00,19:20:00,3,6E691,6E,IndiGo,7491,,
2692,,,18:00:00,1,1:20:00,19:20:00,1,6E691,6E,IndiGo,7491,,
2693,,,18:00:00,4,1:20:00,19:20:00,4,6E691,6E,IndiGo,7491,,
2694,,,18:00:00,2,1:20:00,19:20:00,2,6E691,6E,IndiGo,7491,,
2695,,,18:00:00,0,1:20:00,19:20:00,0,6E691,6E,IndiGo,7491,,
2696,,,7:40:00,2,1:05:00,8:45:00,2,6E6501,6E,IndiGo,7957,,
2697,,,13:20:00,0,1:15:00,14:35:00,0,6E6231,6E,IndiGo,7957,,
2698,,,13:20:00,6,1:15:00,14:35:00,6,6E6231,6E,IndiGo,7957,,
2699,,,18:00:00,6,1:20:00,19:20:00,6,6E691,6E,IndiGo,7957,,
2700,,,7:40:00,0,1:05:00,8:45:00,0,6E6501,6E,IndiGo,10987,,
2701,,,7:25:00,4,1:20:00,8:45:00,4,6E343,6E,IndiGo,5846,,
2702,,,7:25:00,3,1:20:00,8:45:00,3,6E343,6E,IndiGo,5964,,
2703,,,7:25:00,2,1:20:00,8:45:00,2,6E343,6E,IndiGo,6083,,
2704,,,19:00:00,1,1:20:00,20:20:00,1,6E6123,6E,IndiGo,6262,,
2705,,,7:25:00,5,1:20:00,8:45:00,5,6E343,6E,IndiGo,6262,,
2706,,,13:40:00,2,1:20:00,15:00:00,2,6E6714,6E,IndiGo,6262,,
2707,,,13:40:00,3,1:20:00,15:00:00,3,6E6714,6E,IndiGo,6262,,
2708,,,19:00:00,4,1:20:00,20:20:00,4,6E6123,6E,IndiGo,6262,,
2709,,,7:25:00,1,1:20:00,8:45:00,1,6E343,6E,IndiGo,6440,,
2710,,,19:00:00,3,1:20:00,20:20:00,3,6E6123,6E,IndiGo,6440,,
2711,,,19:00:00,2,1:20:00,20:20:00,2,6E6123,6E,IndiGo,6440,,
2712,,,13:40:00,1,1:20:00,15:00:00,1,6E6714,6E,IndiGo,6440,,
2713,,,7:25:00,6,1:20:00,8:45:00,6,6E343,6E,IndiGo,6440,,
2714,,,13:40:00,4,1:20:00,15:00:00,4,6E6714,6E,IndiGo,6440,,
2715,,,19:00:00,0,1:20:00,20:20:00,0,6E6123,6E,IndiGo,6677,,
2716,,,19:00:00,5,1:20:00,20:20:00,5,6E6123,6E,IndiGo,6677,,
2717,,,13:50:00,5,1:10:00,15:00:00,5,6E6714,6E,IndiGo,6914,,
2718,,,13:40:00,0,1:20:00,15:00:00,0,6E6714,6E,IndiGo,6914,,
2719,,,13:40:00,6,1:20:00,15:00:00,6,6E6714,6E,IndiGo,7507,,
2720,,,19:00:00,6,1:20:00,20:20:00,6,6E6123,6E,IndiGo,7507,,
2721,,,7:25:00,0,1:20:00,8:45:00,0,6E343,6E,IndiGo,7507,,
2722,,,17:30:00,4,0:50:00,18:20:00,4,6E7256,6E,IndiGo,5225,,
2723,,,17:30:00,5,0:50:00,18:20:00,5,6E7256,6E,IndiGo,6191,,
2724,,,17:30:00,1,0:50:00,18:20:00,1,6E7256,6E,IndiGo,7157,,
2725,,,17:30:00,6,0:50:00,18:20:00,6,6E7256,6E,IndiGo,7882,,
2726,,,17:30:00,0,0:50:00,18:20:00,0,6E7256,6E,IndiGo,7882,,
2727,,,17:30:00,2,0:50:00,18:20:00,2,6E7256,6E,IndiGo,8727,,
2728,,,17:30:00,3,0:50:00,18:20:00,3,6E7256,6E,IndiGo,8727,,
2729,,,21:40:00,2,1:25:00,23:05:00,2,6E6368,6E,IndiGo,7948,,
2730,,,21:40:00,3,1:25:00,23:05:00,3,6E6368,6E,IndiGo,7948,,
2731,,,21:40:00,1,1:25:00,23:05:00,1,6E6368,6E,IndiGo,8297,,
2732,,,21:40:00,4,1:25:00,23:05:00,4,6E6368,6E,IndiGo,8674,,
2733,,,21:40:00,5,1:25:00,23:05:00,5,6E6368,6E,IndiGo,8674,,
2734,,,21:40:00,0,1:25:00,23:05:00,0,6E6368,6E,IndiGo,9501,,
2735,,,21:40:00,6,1:25:00,23:05:00,6,6E6368,6E,IndiGo,9953,,
2736,,,14:20:00,0,2:30:00,16:50:00,0,G8102,G8,Go First,6108,,
2737,,,14:20:00,5,2:30:00,16:50:00,5,G8102,G8,Go First,6109,,
2738,,,14:20:00,4,2:30:00,16:50:00,4,G8102,G8,Go First,6109,,
2739,,,14:20:00,2,2:30:00,16:50:00,2,G8102,G8,Go First,6894,,
2740,,,21:45:00,4,2:10:00,23:55:00,4,SG8252,SG,SpiceJet,7018,,
2741,,,21:45:00,5,2:10:00,23:55:00,5,SG8252,SG,SpiceJet,7018,,
2742,,,15:30:00,5,2:25:00,17:55:00,5,SG8264,SG,SpiceJet,7018,,
2743,,,15:30:00,4,2:25:00,17:55:00,4,SG8264,SG,SpiceJet,7018,,
2744,,,15:30:00,0,2:25:00,17:55:00,0,SG8264,SG,SpiceJet,7097,,
2745,,,21:45:00,3,2:10:00,23:55:00,3,SG8252,SG,SpiceJet,9608,,
2746,,,21:45:00,6,2:10:00,23:55:00,6,SG8252,SG,SpiceJet,9608,,
2747,,,21:45:00,2,2:10:00,23:55:00,2,SG8252,SG,SpiceJet,9608,,
2748,,,15:30:00,3,2:25:00,17:55:00,3,SG8264,SG,SpiceJet,9608,,
2749,,,15:20:00,3,2:25:00,17:45:00,3,UK778,UK,Vistara,10136,11641,31160
2750,,,10:15:00,0,2:25:00,12:40:00,0,UK706,UK,Vistara,10136,11522,
2751,,,7:10:00,6,2:25:00,9:35:00,6,UK720,UK,Vistara,10136,11402,31160
2752,,,15:20:00,5,2:25:00,17:45:00,5,UK778,UK,Vistara,10136,,
2753,,,18:45:00,3,2:25:00,21:10:00,3,UK738,UK,Vistara,10136,11641,31160
2754,,,20:20:00,1,2:25:00,22:45:00,1,UK708,UK,Vistara,10136,11522,
2755,,,7:10:00,3,2:25:00,9:35:00,3,UK720,UK,Vistara,10136,11402,31160
2756,,,10:15:00,1,2:25:00,12:40:00,1,UK706,UK,Vistara,10136,11522,
2757,,,18:45:00,5,2:25:00,21:10:00,5,UK738,UK,Vistara,10136,,
2758,,,7:10:00,1,2:25:00,9:35:00,1,UK720,UK,Vistara,10136,,
2759,,,10:15:00,3,2:25:00,12:40:00,3,UK706,UK,Vistara,10136,11522,
2760,,,20:20:00,6,2:25:00,22:45:00,6,UK708,UK,Vistara,10319,11522,
2761,,,22:30:00,5,2:50:00,1:20:00,6,SG489,SG,SpiceJet,10437,,
2762,,,10:25:00,2,2:35:00,13:00:00,2,UK772,UK,Vistara,11086,,39189
2763,,,17:35:00,2,2:45:00,20:20:00,2,UK776,UK,Vistara,11086,,48536
2764,,,20:35:00,2,2:55:00,23:30:00,2,UK774,UK,Vistara,11086,,39189
2765,,,10:25:00,3,2:35:00,13:00:00,3,UK772,UK,Vistara,11268,,39189
2766,,,10:25:00,4,2:35:00,13:00:00,4,UK772,UK,Vistara,11268,,
2767,,,10:25:00,0,2:35:00,13:00:00,0,UK772,UK,Vistara,11268,,34875
2768,,,17:35:00,0,2:45:00,20:20:00,0,UK776,UK,Vistara,11268,,34875
2769,,,17:35:00,3,2:45:00,20:20:00,3,UK776,UK,Vistara,11268,,39189
2770,,,17:35:00,4,2:45:00,20:20:00,4,UK776,UK,Vistara,11268,,
2771,,,20:35:00,6,2:55:00,23:30:00,6,UK774,UK,Vistara,11268,,39189
2772,,,20:35:00,0,2:55:00,23:30:00,0,UK774,UK,Vistara,11268,,34875
2773,,,20:35:00,5,2:55:00,23:30:00,5,UK774,UK,Vistara,11268,,39189
2774,,,20:35:00,4,2:55:00,23:30:00,4,UK774,UK,Vistara,11268,,39189
2775,,,20:35:00,3,2:55:00,23:30:00,3,UK774,UK,Vistara,11268,,39189
2776,,,9:35:00,3,2:45:00,12:20:00,3,SG242,SG,SpiceJet,11269,,
2777,,,9:35:00,4,2:45:00,12:20:00,4,SG242,SG,SpiceJet,11269,,
2778,,,9:35:00,1,2:45:00,12:20:00,1,SG242,SG,SpiceJet,11269,,
2779,,,9:35:00,6,2:45:00,12:20:00,6,SG242,SG,SpiceJet,11269,,
2780,,,22:30:00,6,2:50:00,1:20:00,0,SG489,SG,SpiceJet,11269,,
2781,,,22:30:00,4,2:50:00,1:20:00,5,SG489,SG,SpiceJet,11269,,
2782,,,9:25:00,6,2:55:00,12:20:00,6,AI676,AI,Air India,11270,,
2783,,,9:25:00,1,2:55:00,12:20:00,1,AI676,AI,Air India,11270,,
2784,,,9:25:00,4,2:55:00,12:20:00,4,AI676,AI,Air India,11270,,
2785,,,9:25:00,3,2:55:00,12:20:00,3,AI676,AI,Air India,11270,,
2786,,,6:00:00,2,2:25:00,8:25:00,2,SG516,SG,SpiceJet,10137,,
2787,,,6:00:00,5,2:25:00,8:25:00,5,SG516,SG,SpiceJet,10137,,
2788,,,6:00:00,6,2:25:00,8:25:00,6,SG516,SG,SpiceJet,10137,,
2789,,,6:00:00,3,2:25:00,8:25:00,3,SG516,SG,SpiceJet,10137,,
2790,,,6:00:00,4,2:25:00,8:25:00,4,SG516,SG,SpiceJet,10137,,
2791,,,6:00:00,1,2:25:00,8:25:00,1,SG516,SG,SpiceJet,10137,,
2792,,,18:45:00,2,2:20:00,21:05:00,2,6.00E+264,6E,IndiGo,10526,,
2793,,,5:40:00,4,2:25:00,8:05:00,4,6E771,6E,IndiGo,10526,,
2794,,,5:40:00,2,2:25:00,8:05:00,2,6E771,6E,IndiGo,10526,,
2795,,,4:30:00,5,2:25:00,6:55:00,5,6E6438,6E,IndiGo,10526,,
2796,,,21:20:00,5,2:30:00,23:50:00,5,6E573,6E,IndiGo,10526,,
2797,,,6:45:00,4,2:30:00,9:15:00,4,6E496,6E,IndiGo,10526,,
2798,,,19:55:00,2,2:30:00,22:25:00,2,6E6314,6E,IndiGo,10526,,
2799,,,8:40:00,3,2:30:00,11:10:00,3,6E764,6E,IndiGo,10526,,
2800,,,21:20:00,3,2:30:00,23:50:00,3,6E573,6E,IndiGo,10526,,
2801,,,6:45:00,3,2:30:00,9:15:00,3,6E496,6E,IndiGo,10526,,
2802,,,19:55:00,3,2:30:00,22:25:00,3,6E6314,6E,IndiGo,10526,,
2803,,,14:45:00,3,2:35:00,17:20:00,3,I5588,I5,AirAsia India,10526,,
2804,,,14:45:00,2,2:35:00,17:20:00,2,I5588,I5,AirAsia India,10526,,
2805,,,9:30:00,2,2:40:00,12:10:00,2,I51426,I5,AirAsia India,10526,,
2806,,,9:30:00,4,2:40:00,12:10:00,4,I51426,I5,AirAsia India,10526,,
2807,,,15:35:00,0,2:45:00,18:20:00,0,SG626,SG,SpiceJet,10137,,
2808,,,15:35:00,1,2:45:00,18:20:00,1,SG626,SG,SpiceJet,10137,,
2809,,,17:00:00,4,2:15:00,19:15:00,4,AI785,AI,Air India,10138,,23474
2810,,,17:00:00,0,2:15:00,19:15:00,0,AI785,AI,Air India,10138,,22943
2811,,,17:00:00,3,2:15:00,19:15:00,3,AI785,AI,Air India,10138,,22875
2812,,,17:00:00,1,2:15:00,19:15:00,1,AI785,AI,Air India,10138,,22875
2813,,,17:00:00,2,2:15:00,19:15:00,2,AI785,AI,Air India,10138,,22875
2814,,,23:55:00,4,2:15:00,2:10:00,5,6E946,6E,IndiGo,10526,,
2815,,,22:25:00,4,2:15:00,0:40:00,5,6E723,6E,IndiGo,10526,,
2816,,,22:25:00,2,2:15:00,0:40:00,3,6E723,6E,IndiGo,10526,,
2817,,,23:55:00,5,2:15:00,2:10:00,6,6E946,6E,IndiGo,10526,,
2818,,,23:55:00,0,2:15:00,2:10:00,1,6E946,6E,IndiGo,10526,,
2819,,,22:25:00,3,2:15:00,0:40:00,4,6E723,6E,IndiGo,10526,,
2820,,,23:55:00,1,2:15:00,2:10:00,2,6E946,6E,IndiGo,10526,,
2821,,,4:40:00,3,2:35:00,7:15:00,3,6E989,6E,IndiGo,10526,,
2822,,,4:40:00,6,2:35:00,7:15:00,6,6E989,6E,IndiGo,10526,,
2823,,,8:15:00,5,2:45:00,11:00:00,5,6E563,6E,IndiGo,10526,,
2824,,,8:15:00,4,2:45:00,11:00:00,4,6E563,6E,IndiGo,10526,,
2825,,,8:15:00,1,2:45:00,11:00:00,1,6E563,6E,IndiGo,10526,,
2826,,,16:50:00,2,2:55:00,19:45:00,2,6E894,6E,IndiGo,14955,,
2827,,,16:50:00,0,2:55:00,19:45:00,0,6E894,6E,IndiGo,14955,,
2828,,,16:50:00,3,2:55:00,19:45:00,3,6E894,6E,IndiGo,14955,,
2829,,,16:50:00,5,2:55:00,19:45:00,5,6E894,6E,IndiGo,16120,,
2830,,,19:00:00,1,2:15:00,21:15:00,1,AI526,AI,Air India,10138,,22608
2831,,,19:00:00,3,2:15:00,21:15:00,3,AI526,AI,Air India,10138,,22655
2832,,,19:00:00,0,2:15:00,21:15:00,0,AI526,AI,Air India,10138,,22608
2833,,,18:00:00,5,2:00:00,20:00:00,5,6E6908,6E,IndiGo,10526,,
2834,,,18:00:00,4,2:00:00,20:00:00,4,6E6908,6E,IndiGo,10526,,
2835,,,18:00:00,2,2:00:00,20:00:00,2,6E6908,6E,IndiGo,10526,,
2836,,,18:00:00,3,2:00:00,20:00:00,3,6E6908,6E,IndiGo,10526,,
2837,,,18:00:00,0,2:00:00,20:00:00,0,6E6908,6E,IndiGo,10526,,
2838,,,14:00:00,5,2:05:00,16:05:00,5,6E6021,6E,IndiGo,10526,,
2839,,,14:00:00,4,2:05:00,16:05:00,4,6E6021,6E,IndiGo,10526,,
2840,,,14:00:00,2,2:05:00,16:05:00,2,6E6021,6E,IndiGo,10526,,
2841,,,23:10:00,3,2:05:00,1:15:00,4,6E775,6E,IndiGo,10526,,
2842,,,23:10:00,2,2:05:00,1:15:00,3,6E775,6E,IndiGo,10526,,
2843,,,14:00:00,3,2:05:00,16:05:00,3,6E6021,6E,IndiGo,10526,,
2844,,,23:10:00,5,2:05:00,1:15:00,6,6E775,6E,IndiGo,10526,,
2845,,,19:55:00,2,2:15:00,22:10:00,2,6E725,6E,IndiGo,10526,,
2846,,,19:55:00,3,2:15:00,22:10:00,3,6E725,6E,IndiGo,10526,,
2847,,,19:55:00,5,2:15:00,22:10:00,5,6E725,6E,IndiGo,10526,,
2848,,,19:55:00,4,2:15:00,22:10:00,4,6E725,6E,IndiGo,10526,,
2849,,,4:50:00,2,2:20:00,7:10:00,2,I5510,I5,AirAsia India,10526,,
2850,,,4:50:00,6,2:20:00,7:10:00,6,I5510,I5,AirAsia India,10526,,
2851,,,4:50:00,4,2:20:00,7:10:00,4,I5510,I5,AirAsia India,10526,,
2852,,,8:35:00,1,2:30:00,11:05:00,1,6E6513,6E,IndiGo,10526,,
2853,,,8:35:00,6,2:30:00,11:05:00,6,6E6513,6E,IndiGo,10526,,
2854,,,8:35:00,4,2:30:00,11:05:00,4,6E6513,6E,IndiGo,10526,,
2855,,,16:40:00,2,2:45:00,19:25:00,2,G8537,G8,Go First,11340,,
2856,,,16:40:00,1,2:45:00,19:25:00,1,G8537,G8,Go First,11340,,
2857,,,16:40:00,0,2:45:00,19:25:00,0,G8537,G8,Go First,11340,,
2858,,,16:40:00,5,2:45:00,19:25:00,5,G8537,G8,Go First,11456,,
2859,,,16:40:00,6,2:45:00,19:25:00,6,G8537,G8,Go First,11456,,
2860,,,16:40:00,4,2:45:00,19:25:00,4,G8537,G8,Go First,11456,,
2861,,,16:40:00,3,2:45:00,19:25:00,3,G8537,G8,Go First,11456,,
2862,,,5:40:00,5,2:40:00,8:20:00,5,6.00E+271,6E,IndiGo,11458,,
2863,,,15:55:00,4,2:40:00,18:35:00,4,6E6444,6E,IndiGo,11458,,
2864,,,21:25:00,1,2:40:00,0:05:00,2,6E572,6E,IndiGo,11458,,
2865,,,5:40:00,0,2:40:00,8:20:00,0,6.00E+271,6E,IndiGo,11458,,
2866,,,15:55:00,6,2:40:00,18:35:00,6,6E6444,6E,IndiGo,11458,,
2867,,,15:55:00,3,2:40:00,18:35:00,3,6E6444,6E,IndiGo,11458,,
2868,,,21:25:00,5,2:40:00,0:05:00,6,6E572,6E,IndiGo,11458,,
2869,,,21:25:00,4,2:40:00,0:05:00,5,6E572,6E,IndiGo,11458,,
2870,,,5:40:00,4,2:40:00,8:20:00,4,6.00E+271,6E,IndiGo,11458,,
2871,,,21:25:00,3,2:40:00,0:05:00,4,6E572,6E,IndiGo,11458,,
2872,,,21:25:00,2,2:40:00,0:05:00,3,6E572,6E,IndiGo,11458,,
2873,,,5:40:00,6,2:40:00,8:20:00,6,6.00E+271,6E,IndiGo,11458,,
2874,,,21:25:00,6,2:40:00,0:05:00,0,6E572,6E,IndiGo,11458,,
2875,,,15:55:00,2,2:40:00,18:35:00,2,6E6444,6E,IndiGo,11458,,
2876,,,5:40:00,3,2:40:00,8:20:00,3,6.00E+271,6E,IndiGo,11458,,
2877,,,15:55:00,5,2:40:00,18:35:00,5,6E6444,6E,IndiGo,11458,,
2878,,,5:40:00,2,2:40:00,8:20:00,2,6.00E+271,6E,IndiGo,11458,,
2879,,,5:40:00,1,2:40:00,8:20:00,1,6.00E+271,6E,IndiGo,13322,,
2880,,,21:40:00,0,2:15:00,23:55:00,0,AI749,AI,Air India,8991,,
2881,,,21:40:00,4,2:15:00,23:55:00,4,AI749,AI,Air India,10503,,
2882,,,21:40:00,2,2:15:00,23:55:00,2,AI749,AI,Air India,10503,,
2883,,,9:15:00,5,2:00:00,11:15:00,5,6E707,6E,IndiGo,10905,,
2884,,,11:15:00,5,2:05:00,13:20:00,5,6E811,6E,IndiGo,10905,,
2885,,,18:30:00,3,2:05:00,20:35:00,3,6E856,6E,IndiGo,10905,,
2886,,,11:15:00,1,2:05:00,13:20:00,1,6E811,6E,IndiGo,10905,,
2887,,,18:30:00,0,2:05:00,20:35:00,0,6E856,6E,IndiGo,10905,,
2888,,,18:30:00,6,2:05:00,20:35:00,6,6E856,6E,IndiGo,10905,,
2889,,,18:30:00,5,2:05:00,20:35:00,5,6E856,6E,IndiGo,10905,,
2890,,,18:30:00,2,2:05:00,20:35:00,2,6E856,6E,IndiGo,10905,,
2891,,,11:15:00,3,2:05:00,13:20:00,3,6E811,6E,IndiGo,10905,,
2892,,,11:15:00,4,2:05:00,13:20:00,4,6E811,6E,IndiGo,10905,,
2893,,,11:15:00,2,2:05:00,13:20:00,2,6E811,6E,IndiGo,10905,,
2894,,,18:30:00,1,2:05:00,20:35:00,1,6E856,6E,IndiGo,10905,,
2895,,,11:15:00,6,2:05:00,13:20:00,6,6E811,6E,IndiGo,10905,,
2896,,,18:30:00,4,2:05:00,20:35:00,4,6E856,6E,IndiGo,10905,,
2897,,,14:50:00,4,2:20:00,17:10:00,4,6E394,6E,IndiGo,10905,,
2898,,,14:50:00,2,2:20:00,17:10:00,2,6E394,6E,IndiGo,10905,,
2899,,,14:50:00,5,2:20:00,17:10:00,5,6E394,6E,IndiGo,10905,,
2900,,,14:50:00,3,2:20:00,17:10:00,3,6E394,6E,IndiGo,10905,,
2901,,,14:50:00,1,2:20:00,17:10:00,1,6E394,6E,IndiGo,10905,,
